,TechID,ModeID,VehTypeID,MassCatID,FuelID,EngineID,TransTypeID,Availability,Final_Year,HybridFlag,spec_energ_consump,spec_energ_electric,noise_class,PurchasePrice,ExpectedLifeFactor,Capacity,AveEconLife,SecondHandImportFlag,note
115,10410.0,1.0,5.0,21.0,1.0,3.0,2.0,2000.0,,0,9.0,,0.0,,1,,10.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
116,1451.0,1.0,5.0,21.0,1.0,3.0,2.0,1992.0,,0,12.1,,0.0,,1,,10.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
117,10451.0,1.0,5.0,21.0,1.0,3.0,2.0,2000.0,,0,12.1,,0.0,,1,,10.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
120,1452.0,1.0,5.0,21.0,1.0,4.0,2.0,1997.0,,0,9.5,,0.0,,1,,10.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
121,10452.0,1.0,5.0,21.0,1.0,4.0,2.0,2005.0,,0,9.5,,0.0,,1,,10.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
122,1453.0,1.0,5.0,21.0,1.0,5.0,2.0,2001.0,,0,9.5,,0.0,,1,,10.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
123,10453.0,1.0,5.0,21.0,1.0,5.0,2.0,2009.0,,0,9.5,,0.0,,1,,10.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
124,1471.0,1.0,5.0,21.0,1.0,6.0,2.0,2006.0,,0,9.5,,1.0,,1,,10.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
125,10471.0,1.0,5.0,21.0,1.0,6.0,2.0,2014.0,,0,9.5,,1.0,,1,,10.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, AveEconLife, SecondHandImportFlag"
130,1200.0,1.0,5.0,21.0,2.0,1.0,2.0,,,0,10.5,,0.0,,1,,10.0,0,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, AveEconLife, SecondHandImportFlag"
131,10200.0,1.0,5.0,21.0,2.0,1.0,2.0,,,0,10.5,,0.0,,1,,10.0,1,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, AveEconLife, SecondHandImportFlag"
132,700.0,1.0,4.0,11.0,2.0,3.0,2.0,1992.0,,0,5.5,,0.0,,1,,10.0,0,"8 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
133,9700.0,1.0,4.0,11.0,2.0,3.0,2.0,2000.0,,0,5.5,,0.0,,1,,10.0,1,"8 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
134,630.0,1.0,4.0,11.0,2.0,3.0,2.0,1992.0,,0,7.3,,0.0,,1,,10.0,0,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
135,9630.0,1.0,4.0,11.0,2.0,3.0,2.0,2000.0,,0,7.3,,0.0,,1,,10.0,1,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
136,1320.0,1.0,5.0,21.0,2.0,3.0,2.0,1992.0,,0,7.3,,0.0,,1,,10.0,0,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, AveEconLife, SecondHandImportFlag"
137,10320.0,1.0,5.0,21.0,2.0,3.0,2.0,2000.0,,0,7.3,,0.0,,1,,10.0,1,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, AveEconLife, SecondHandImportFlag"
138,690.0,1.0,4.0,11.0,2.0,3.0,2.0,1992.0,,0,9.3,,1.0,,1,,10.0,0,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
139,9690.0,1.0,4.0,11.0,2.0,3.0,2.0,2000.0,,0,9.3,,1.0,,1,,10.0,1,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
140,720.0,1.0,4.0,11.0,2.0,4.0,2.0,1997.0,,0,9.5,,0.0,,1,,10.0,0,"7 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
141,9720.0,1.0,4.0,11.0,2.0,4.0,2.0,2005.0,,0,9.5,,0.0,,1,,10.0,1,"7 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
142,810.0,1.0,4.0,11.0,2.0,5.0,2.0,2001.0,,0,9.5,,1.0,,1,,10.0,0,"7 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
143,9810.0,1.0,4.0,11.0,2.0,5.0,2.0,2009.0,,0,9.5,,1.0,,1,,10.0,1,"7 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
144,850.0,1.0,4.0,11.0,2.0,6.0,2.0,2006.0,,0,9.5,,1.0,,1,,10.0,0,"7 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
145,9850.0,1.0,4.0,11.0,2.0,6.0,2.0,2014.0,,0,9.5,,1.0,,1,,10.0,1,"7 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
146,695.0,1.0,4.0,11.0,2.0,6.0,2.0,2006.0,,0,9.5,,1.0,,1,,10.0,0,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
147,9695.0,1.0,4.0,11.0,2.0,6.0,2.0,2014.0,,0,9.5,,1.0,,1,,10.0,1,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
150,697.0,1.0,4.0,11.0,2.0,1.0,2.0,,,0,23.9,,1.0,,1,,8.0,0,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
151,9697.0,1.0,4.0,11.0,2.0,1.0,2.0,,,0,23.9,,1.0,,1,,8.0,1,"6 fields matched, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
152,1220.0,1.0,5.0,21.0,2.0,1.0,2.0,,,0,23.9,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
153,10220.0,1.0,5.0,21.0,2.0,1.0,2.0,,,0,23.9,,0.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
154,1520.0,1.0,5.0,22.0,2.0,1.0,2.0,,,0,13.1,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
155,10520.0,1.0,5.0,22.0,2.0,1.0,2.0,,,0,13.1,,0.0,,1,,8.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
156,1560.0,1.0,5.0,22.0,2.0,3.0,2.0,1992.0,,0,13.1,,0.0,,1,,8.0,0,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
157,10560.0,1.0,5.0,22.0,2.0,3.0,2.0,2000.0,,0,13.1,,0.0,,1,,8.0,1,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
158,1570.0,1.0,5.0,22.0,2.0,4.0,2.0,1997.0,,0,13.1,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
159,10570.0,1.0,5.0,22.0,2.0,4.0,2.0,2005.0,,0,13.1,,0.0,,1,,8.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
160,1590.0,1.0,5.0,22.0,2.0,5.0,2.0,2001.0,,0,13.1,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
161,10590.0,1.0,5.0,22.0,2.0,5.0,2.0,2009.0,,0,13.1,,0.0,,1,,8.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
162,1610.0,1.0,5.0,22.0,2.0,6.0,2.0,2006.0,,0,13.1,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
163,10610.0,1.0,5.0,22.0,2.0,6.0,2.0,2014.0,,0,13.1,,0.0,,1,,8.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
164,1530.0,1.0,5.0,22.0,2.0,6.0,2.0,2006.0,,0,13.1,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
165,10530.0,1.0,5.0,22.0,2.0,6.0,2.0,2014.0,,0,13.1,,0.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
168,1616.0,1.0,5.0,22.0,2.0,1.0,2.0,,,0,19.9,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
169,10616.0,1.0,5.0,22.0,2.0,1.0,2.0,,,0,19.9,,0.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
170,1617.0,1.0,5.0,22.0,2.0,3.0,2.0,1992.0,,0,19.9,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
171,10617.0,1.0,5.0,22.0,2.0,3.0,2.0,2000.0,,0,19.9,,0.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
172,1618.0,1.0,5.0,22.0,2.0,4.0,2.0,1997.0,,0,19.9,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
173,10618.0,1.0,5.0,22.0,2.0,4.0,2.0,2005.0,,0,19.9,,0.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
174,1619.0,1.0,5.0,22.0,2.0,5.0,2.0,2001.0,,0,19.9,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
175,10619.0,1.0,5.0,22.0,2.0,5.0,2.0,2009.0,,0,19.9,,0.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
176,1620.0,1.0,5.0,22.0,2.0,6.0,2.0,2006.0,,0,19.9,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
177,10620.0,1.0,5.0,22.0,2.0,6.0,2.0,2014.0,,0,19.9,,0.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
202,1670.0,1.0,5.0,23.0,2.0,5.0,2.0,2001.0,,0,33.3,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
203,10670.0,1.0,5.0,23.0,2.0,5.0,2.0,2009.0,,0,33.3,,0.0,,1,,8.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
204,1682.0,1.0,5.0,23.0,2.0,6.0,2.0,2006.0,,0,35.3,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
205,10682.0,1.0,5.0,23.0,2.0,6.0,2.0,2014.0,,0,35.3,,0.0,,1,,8.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
206,1640.0,1.0,5.0,23.0,2.0,14.0,2.0,2011.0,,0,41.0,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
207,10640.0,1.0,5.0,23.0,2.0,14.0,2.0,2019.0,,0,41.0,,0.0,,1,,8.0,1,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
208,1690.0,1.0,5.0,23.0,2.0,15.0,2.0,2015.0,,0,29.7,,0.0,,1,,8.0,0,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
209,10690.0,1.0,5.0,23.0,2.0,15.0,2.0,2023.0,,0,29.7,,0.0,,1,,8.0,1,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
210,1050.0,1.0,4.0,13.0,10.0,3.0,1.0,1992.0,,0,55.5,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
212,1051.0,1.0,4.0,13.0,10.0,4.0,1.0,1997.0,,0,51.5,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
214,1052.0,1.0,4.0,13.0,10.0,5.0,1.0,2001.0,,0,45.5,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
216,1053.0,1.0,4.0,13.0,10.0,6.0,1.0,2006.0,,0,45.5,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
218,1054.0,1.0,4.0,13.0,10.0,14.0,1.0,2011.0,,0,45.5,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
220,1055.0,1.0,4.0,13.0,10.0,15.0,1.0,2015.0,,0,45.5,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
222,698.0,1.0,4.0,11.0,2.0,1.0,1.0,,,0,32.0,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
223,9698.0,1.0,4.0,11.0,2.0,1.0,1.0,,,0,32.0,,1.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
224,699.0,1.0,4.0,11.0,2.0,3.0,1.0,1992.0,,0,26.0,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
225,9699.0,1.0,4.0,11.0,2.0,3.0,1.0,2000.0,,0,26.0,,1.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
226,701.0,1.0,4.0,11.0,2.0,4.0,1.0,1997.0,,0,25.0,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
227,9701.0,1.0,4.0,11.0,2.0,4.0,1.0,2005.0,,0,25.0,,1.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
228,702.0,1.0,4.0,11.0,2.0,5.0,1.0,2001.0,,0,26.5,,1.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
229,9702.0,1.0,4.0,11.0,2.0,5.0,1.0,2009.0,,0,26.5,,1.0,,1,,8.0,1,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
236,870.0,1.0,4.0,12.0,2.0,1.0,1.0,,,0,43.4,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
238,970.0,1.0,4.0,12.0,2.0,3.0,1.0,1992.0,,0,31.5,,0.0,,1,,8.0,0,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
240,980.0,1.0,4.0,12.0,2.0,4.0,1.0,1997.0,,0,35.7,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
242,1040.0,1.0,4.0,12.0,2.0,5.0,1.0,2001.0,,0,35.7,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
244,1130.0,1.0,4.0,12.0,2.0,6.0,1.0,2006.0,,0,35.7,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
246,890.0,1.0,4.0,12.0,2.0,6.0,1.0,2006.0,,0,35.7,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
250,1152.0,1.0,4.0,13.0,2.0,1.0,1.0,,,0,31.2,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
252,1158.0,1.0,4.0,13.0,2.0,3.0,1.0,1992.0,,0,29.3,,0.0,,1,,8.0,0,"9 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, Availability, EngineAB, SecondHandImportFlag"
254,1159.0,1.0,4.0,13.0,2.0,4.0,1.0,1997.0,,0,29.3,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
256,1163.0,1.0,4.0,13.0,2.0,5.0,1.0,2001.0,,0,29.3,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
258,1166.0,1.0,4.0,13.0,2.0,6.0,1.0,2006.0,,0,29.3,,0.0,,1,,8.0,0,"8 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, EngineAB, SecondHandImportFlag"
260,1153.0,1.0,4.0,13.0,2.0,6.0,1.0,2006.0,,0,29.3,,0.0,,1,,8.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
264,10.0,1.0,2.0,4.0,1.0,1.0,1.0,,,0,3.4,,0.0,,1,,9.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
266,30.0,1.0,2.0,4.0,1.0,3.0,1.0,1992.0,,0,2.7,,0.0,,1,,9.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
268,40.0,1.0,2.0,4.0,1.0,4.0,1.0,1997.0,,0,2.7,,0.0,,1,,9.0,0,"7 fields matched, TransTypeAB, VehTypeNA, MassCatNA, HybridFlag, FuelAB, ModeNA, SecondHandImportFlag"
