,ScenarioID,CountryID,TechID,JSTypeVSMID,TechDescription,TransTypeID,VehTypeID,MassCatID,VKM
137,1,9,9266.0,3,Road-Small (car)-Euro 1 (1992-96)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
138,1,9,267.0,1,Road-Small (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,1.0,0.0023643715714285717
139,1,9,267.0,2,Road-Small (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
140,1,9,267.0,3,Road-Small (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
141,1,9,9267.0,1,Road-Small (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,1.0,0.013398105571428573
142,1,9,9267.0,2,Road-Small (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
143,1,9,9267.0,3,Road-Small (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
144,1,9,295.0,1,Road-Small (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,1.0,0.0023643715714285717
145,1,9,295.0,2,Road-Small (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
146,1,9,295.0,3,Road-Small (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
147,1,9,9295.0,1,Road-Small (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,1.0,0.013398105571428573
148,1,9,9295.0,2,Road-Small (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
149,1,9,9295.0,3,Road-Small (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
150,1,9,305.0,1,Road-Small (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,1.0,0.0023643715714285717
151,1,9,305.0,2,Road-Small (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
152,1,9,305.0,3,Road-Small (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
153,1,9,9305.0,1,Road-Small (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,1.0,0.013398105571428573
154,1,9,9305.0,2,Road-Small (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
155,1,9,9305.0,3,Road-Small (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
156,1,9,268.0,1,Road-Small (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,1.0,0.0023643715714285717
157,1,9,268.0,2,Road-Small (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
158,1,9,268.0,3,Road-Small (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
159,1,9,9268.0,1,Road-Small (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,1.0,0.013398105571428573
160,1,9,9268.0,2,Road-Small (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
161,1,9,9268.0,3,Road-Small (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
162,1,9,269.0,1,Road-Small (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,1.0,0.0023643715714285717
163,1,9,269.0,2,Road-Small (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
164,1,9,269.0,3,Road-Small (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,1.0,0.0011821857857142858
165,1,9,9269.0,1,Road-Small (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,1.0,0.013398105571428573
166,1,9,9269.0,2,Road-Small (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
167,1,9,9269.0,3,Road-Small (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,1.0,0.006699052785714287
168,1,9,250.0,1,Road-Medium (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,2.0,0.001663264757142857
169,1,9,250.0,2,Road-Medium (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
170,1,9,250.0,3,Road-Medium (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
171,1,9,9250.0,1,Road-Medium (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,2.0,0.009425166957142858
172,1,9,9250.0,2,Road-Medium (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
173,1,9,9250.0,3,Road-Medium (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
174,1,9,270.0,1,Road-Medium (car)-Euro 1 (1992-96)-Passenger Transport,1.0,3.0,2.0,0.001663264757142857
175,1,9,270.0,2,Road-Medium (car)-Euro 1 (1992-96)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
176,1,9,270.0,3,Road-Medium (car)-Euro 1 (1992-96)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
177,1,9,9270.0,1,Road-Medium (car)-Euro 1 (1992-96)-Passenger Transport,1.0,3.0,2.0,0.009425166957142858
178,1,9,9270.0,2,Road-Medium (car)-Euro 1 (1992-96)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
179,1,9,9270.0,3,Road-Medium (car)-Euro 1 (1992-96)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
180,1,9,280.0,1,Road-Medium (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,2.0,0.001663264757142857
181,1,9,280.0,2,Road-Medium (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
182,1,9,280.0,3,Road-Medium (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
183,1,9,9280.0,1,Road-Medium (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,2.0,0.009425166957142858
184,1,9,9280.0,2,Road-Medium (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
185,1,9,9280.0,3,Road-Medium (car)-Euro 2 (1996-2001)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
186,1,9,290.0,1,Road-Medium (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,2.0,0.001663264757142857
187,1,9,290.0,2,Road-Medium (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
188,1,9,290.0,3,Road-Medium (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
189,1,9,9290.0,1,Road-Medium (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,2.0,0.009425166957142858
190,1,9,9290.0,2,Road-Medium (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
191,1,9,9290.0,3,Road-Medium (car)-Euro 3 (2001-05)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
192,1,9,300.0,1,Road-Medium (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,2.0,0.001663264757142857
193,1,9,300.0,2,Road-Medium (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
194,1,9,300.0,3,Road-Medium (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
195,1,9,9300.0,1,Road-Medium (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,2.0,0.009425166957142858
196,1,9,9300.0,2,Road-Medium (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
197,1,9,9300.0,3,Road-Medium (car)-Euro 4 (2005-09)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
198,1,9,260.0,1,Road-Medium (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,2.0,0.001663264757142857
199,1,9,260.0,2,Road-Medium (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
200,1,9,260.0,3,Road-Medium (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
201,1,9,9260.0,1,Road-Medium (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,2.0,0.009425166957142858
202,1,9,9260.0,2,Road-Medium (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
203,1,9,9260.0,3,Road-Medium (car)-Euro 5 (2009-14)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
204,1,9,251.0,1,Road-Medium (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,2.0,0.001663264757142857
205,1,9,251.0,2,Road-Medium (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
206,1,9,251.0,3,Road-Medium (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,2.0,0.0008316323785714284
207,1,9,9251.0,1,Road-Medium (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,2.0,0.009425166957142858
208,1,9,9251.0,2,Road-Medium (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
209,1,9,9251.0,3,Road-Medium (car)-Euro 6 (2015-19)-Passenger Transport,1.0,3.0,2.0,0.004712583478571429
210,1,9,310.0,1,Road-Large (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,3.0,0.0036549554142857148
211,1,9,310.0,2,Road-Large (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,3.0,0.0018274777071428574
212,1,9,310.0,3,Road-Large (car)-Conventional (pre-EURO)-Passenger Transport,1.0,3.0,3.0,0.0018274777071428574
