,Vehicle category,Segment,CountryID,TechID,Age,TransTypeID,VehTypeID,MassCatID,EngineID,FuelID,NumVeh
2038,Passenger cars,"PC diesel 1,4-<2L",9,9280.0,25,1.0,3.0,2.0,4.0,2.0,14.674271137026238
2039,Passenger cars,"PC diesel 1,4-<2L",9,9280.0,26,1.0,3.0,2.0,4.0,2.0,44.02281341107872
2042,Passenger cars,"PC diesel 1,4-<2L",9,9280.0,29,1.0,3.0,2.0,4.0,2.0,58.697084548104954
2043,Passenger cars,"PC diesel 1,4-<2L",9,9280.0,30,1.0,3.0,2.0,4.0,2.0,14.674271137026238
2045,Passenger cars,"PC diesel 1,4-<2L",9,9280.0,32,1.0,3.0,2.0,4.0,2.0,14.674271137026238
2047,Passenger cars,"PC diesel 1,4-<2L",9,290.0,1,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2048,Passenger cars,"PC diesel 1,4-<2L",9,290.0,2,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2049,Passenger cars,"PC diesel 1,4-<2L",9,290.0,3,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2050,Passenger cars,"PC diesel 1,4-<2L",9,290.0,4,1.0,3.0,2.0,5.0,2.0,5.179154518950437
2051,Passenger cars,"PC diesel 1,4-<2L",9,290.0,5,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2052,Passenger cars,"PC diesel 1,4-<2L",9,290.0,6,1.0,3.0,2.0,5.0,2.0,7.768731778425654
2053,Passenger cars,"PC diesel 1,4-<2L",9,290.0,7,1.0,3.0,2.0,5.0,2.0,12.947886297376092
2054,Passenger cars,"PC diesel 1,4-<2L",9,290.0,8,1.0,3.0,2.0,5.0,2.0,7.768731778425654
2055,Passenger cars,"PC diesel 1,4-<2L",9,290.0,9,1.0,3.0,2.0,5.0,2.0,23.306195335276968
2056,Passenger cars,"PC diesel 1,4-<2L",9,290.0,10,1.0,3.0,2.0,5.0,2.0,31.074927113702618
2057,Passenger cars,"PC diesel 1,4-<2L",9,290.0,11,1.0,3.0,2.0,5.0,2.0,15.537463556851309
2058,Passenger cars,"PC diesel 1,4-<2L",9,290.0,12,1.0,3.0,2.0,5.0,2.0,18.127040816326527
2059,Passenger cars,"PC diesel 1,4-<2L",9,290.0,13,1.0,3.0,2.0,5.0,2.0,7.768731778425654
2060,Passenger cars,"PC diesel 1,4-<2L",9,290.0,14,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2061,Passenger cars,"PC diesel 1,4-<2L",9,290.0,15,1.0,3.0,2.0,5.0,2.0,10.358309037900874
2062,Passenger cars,"PC diesel 1,4-<2L",9,290.0,16,1.0,3.0,2.0,5.0,2.0,7.768731778425654
2063,Passenger cars,"PC diesel 1,4-<2L",9,290.0,17,1.0,3.0,2.0,5.0,2.0,20.716618075801748
2064,Passenger cars,"PC diesel 1,4-<2L",9,290.0,18,1.0,3.0,2.0,5.0,2.0,7.768731778425654
2065,Passenger cars,"PC diesel 1,4-<2L",9,290.0,19,1.0,3.0,2.0,5.0,2.0,20.716618075801748
2066,Passenger cars,"PC diesel 1,4-<2L",9,290.0,20,1.0,3.0,2.0,5.0,2.0,5.179154518950437
2067,Passenger cars,"PC diesel 1,4-<2L",9,290.0,21,1.0,3.0,2.0,5.0,2.0,5.179154518950437
2068,Passenger cars,"PC diesel 1,4-<2L",9,290.0,22,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2069,Passenger cars,"PC diesel 1,4-<2L",9,290.0,23,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2070,Passenger cars,"PC diesel 1,4-<2L",9,290.0,24,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2071,Passenger cars,"PC diesel 1,4-<2L",9,290.0,25,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2072,Passenger cars,"PC diesel 1,4-<2L",9,290.0,26,1.0,3.0,2.0,5.0,2.0,7.768731778425654
2075,Passenger cars,"PC diesel 1,4-<2L",9,290.0,29,1.0,3.0,2.0,5.0,2.0,10.358309037900874
2076,Passenger cars,"PC diesel 1,4-<2L",9,290.0,30,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2078,Passenger cars,"PC diesel 1,4-<2L",9,290.0,32,1.0,3.0,2.0,5.0,2.0,2.5895772594752184
2080,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,1,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2081,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,2,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2082,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,3,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2083,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,4,1.0,3.0,2.0,5.0,2.0,29.348542274052477
2084,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,5,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2085,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,6,1.0,3.0,2.0,5.0,2.0,44.02281341107872
2086,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,7,1.0,3.0,2.0,5.0,2.0,73.37135568513119
2087,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,8,1.0,3.0,2.0,5.0,2.0,44.02281341107872
2088,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,9,1.0,3.0,2.0,5.0,2.0,132.06844023323615
2089,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,10,1.0,3.0,2.0,5.0,2.0,176.0912536443149
2090,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,11,1.0,3.0,2.0,5.0,2.0,88.04562682215744
2091,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,12,1.0,3.0,2.0,5.0,2.0,102.71989795918367
2092,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,13,1.0,3.0,2.0,5.0,2.0,44.02281341107872
2093,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,14,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2094,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,15,1.0,3.0,2.0,5.0,2.0,58.697084548104954
2095,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,16,1.0,3.0,2.0,5.0,2.0,44.02281341107872
2096,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,17,1.0,3.0,2.0,5.0,2.0,117.39416909620991
2097,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,18,1.0,3.0,2.0,5.0,2.0,44.02281341107872
2098,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,19,1.0,3.0,2.0,5.0,2.0,117.39416909620991
2099,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,20,1.0,3.0,2.0,5.0,2.0,29.348542274052477
2100,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,21,1.0,3.0,2.0,5.0,2.0,29.348542274052477
2101,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,22,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2102,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,23,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2103,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,24,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2104,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,25,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2105,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,26,1.0,3.0,2.0,5.0,2.0,44.02281341107872
2108,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,29,1.0,3.0,2.0,5.0,2.0,58.697084548104954
2109,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,30,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2111,Passenger cars,"PC diesel 1,4-<2L",9,9290.0,32,1.0,3.0,2.0,5.0,2.0,14.674271137026238
2113,Passenger cars,"PC diesel 1,4-<2L",9,300.0,1,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2114,Passenger cars,"PC diesel 1,4-<2L",9,300.0,2,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2115,Passenger cars,"PC diesel 1,4-<2L",9,300.0,3,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2116,Passenger cars,"PC diesel 1,4-<2L",9,300.0,4,1.0,3.0,2.0,6.0,2.0,5.179154518950437
2117,Passenger cars,"PC diesel 1,4-<2L",9,300.0,5,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2118,Passenger cars,"PC diesel 1,4-<2L",9,300.0,6,1.0,3.0,2.0,6.0,2.0,7.768731778425654
2119,Passenger cars,"PC diesel 1,4-<2L",9,300.0,7,1.0,3.0,2.0,6.0,2.0,12.947886297376092
2120,Passenger cars,"PC diesel 1,4-<2L",9,300.0,8,1.0,3.0,2.0,6.0,2.0,7.768731778425654
2121,Passenger cars,"PC diesel 1,4-<2L",9,300.0,9,1.0,3.0,2.0,6.0,2.0,23.306195335276968
2122,Passenger cars,"PC diesel 1,4-<2L",9,300.0,10,1.0,3.0,2.0,6.0,2.0,31.074927113702618
2123,Passenger cars,"PC diesel 1,4-<2L",9,300.0,11,1.0,3.0,2.0,6.0,2.0,15.537463556851309
2124,Passenger cars,"PC diesel 1,4-<2L",9,300.0,12,1.0,3.0,2.0,6.0,2.0,18.127040816326527
2125,Passenger cars,"PC diesel 1,4-<2L",9,300.0,13,1.0,3.0,2.0,6.0,2.0,7.768731778425654
2126,Passenger cars,"PC diesel 1,4-<2L",9,300.0,14,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2127,Passenger cars,"PC diesel 1,4-<2L",9,300.0,15,1.0,3.0,2.0,6.0,2.0,10.358309037900874
2128,Passenger cars,"PC diesel 1,4-<2L",9,300.0,16,1.0,3.0,2.0,6.0,2.0,7.768731778425654
2129,Passenger cars,"PC diesel 1,4-<2L",9,300.0,17,1.0,3.0,2.0,6.0,2.0,20.716618075801748
2130,Passenger cars,"PC diesel 1,4-<2L",9,300.0,18,1.0,3.0,2.0,6.0,2.0,7.768731778425654
2131,Passenger cars,"PC diesel 1,4-<2L",9,300.0,19,1.0,3.0,2.0,6.0,2.0,20.716618075801748
2132,Passenger cars,"PC diesel 1,4-<2L",9,300.0,20,1.0,3.0,2.0,6.0,2.0,5.179154518950437
2133,Passenger cars,"PC diesel 1,4-<2L",9,300.0,21,1.0,3.0,2.0,6.0,2.0,5.179154518950437
2134,Passenger cars,"PC diesel 1,4-<2L",9,300.0,22,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2135,Passenger cars,"PC diesel 1,4-<2L",9,300.0,23,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2136,Passenger cars,"PC diesel 1,4-<2L",9,300.0,24,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2137,Passenger cars,"PC diesel 1,4-<2L",9,300.0,25,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2138,Passenger cars,"PC diesel 1,4-<2L",9,300.0,26,1.0,3.0,2.0,6.0,2.0,7.768731778425654
2141,Passenger cars,"PC diesel 1,4-<2L",9,300.0,29,1.0,3.0,2.0,6.0,2.0,10.358309037900874
2142,Passenger cars,"PC diesel 1,4-<2L",9,300.0,30,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2144,Passenger cars,"PC diesel 1,4-<2L",9,300.0,32,1.0,3.0,2.0,6.0,2.0,2.5895772594752184
2146,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,1,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2147,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,2,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2148,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,3,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2149,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,4,1.0,3.0,2.0,6.0,2.0,29.348542274052477
2150,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,5,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2151,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,6,1.0,3.0,2.0,6.0,2.0,44.02281341107872
2152,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,7,1.0,3.0,2.0,6.0,2.0,73.37135568513119
2153,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,8,1.0,3.0,2.0,6.0,2.0,44.02281341107872
2154,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,9,1.0,3.0,2.0,6.0,2.0,132.06844023323615
2155,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,10,1.0,3.0,2.0,6.0,2.0,176.0912536443149
2156,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,11,1.0,3.0,2.0,6.0,2.0,88.04562682215744
2157,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,12,1.0,3.0,2.0,6.0,2.0,102.71989795918367
2158,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,13,1.0,3.0,2.0,6.0,2.0,44.02281341107872
2159,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,14,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2160,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,15,1.0,3.0,2.0,6.0,2.0,58.697084548104954
2161,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,16,1.0,3.0,2.0,6.0,2.0,44.02281341107872
2162,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,17,1.0,3.0,2.0,6.0,2.0,117.39416909620991
2163,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,18,1.0,3.0,2.0,6.0,2.0,44.02281341107872
2164,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,19,1.0,3.0,2.0,6.0,2.0,117.39416909620991
2165,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,20,1.0,3.0,2.0,6.0,2.0,29.348542274052477
2166,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,21,1.0,3.0,2.0,6.0,2.0,29.348542274052477
2167,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,22,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2168,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,23,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2169,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,24,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2170,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,25,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2171,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,26,1.0,3.0,2.0,6.0,2.0,44.02281341107872
2174,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,29,1.0,3.0,2.0,6.0,2.0,58.697084548104954
2175,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,30,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2177,Passenger cars,"PC diesel 1,4-<2L",9,9300.0,32,1.0,3.0,2.0,6.0,2.0,14.674271137026238
2179,Passenger cars,"PC diesel 1,4-<2L",9,260.0,1,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2180,Passenger cars,"PC diesel 1,4-<2L",9,260.0,2,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2181,Passenger cars,"PC diesel 1,4-<2L",9,260.0,3,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2182,Passenger cars,"PC diesel 1,4-<2L",9,260.0,4,1.0,3.0,2.0,14.0,2.0,5.179154518950437
2183,Passenger cars,"PC diesel 1,4-<2L",9,260.0,5,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2184,Passenger cars,"PC diesel 1,4-<2L",9,260.0,6,1.0,3.0,2.0,14.0,2.0,7.768731778425654
2185,Passenger cars,"PC diesel 1,4-<2L",9,260.0,7,1.0,3.0,2.0,14.0,2.0,12.947886297376092
2186,Passenger cars,"PC diesel 1,4-<2L",9,260.0,8,1.0,3.0,2.0,14.0,2.0,7.768731778425654
2187,Passenger cars,"PC diesel 1,4-<2L",9,260.0,9,1.0,3.0,2.0,14.0,2.0,23.306195335276968
2188,Passenger cars,"PC diesel 1,4-<2L",9,260.0,10,1.0,3.0,2.0,14.0,2.0,31.074927113702618
2189,Passenger cars,"PC diesel 1,4-<2L",9,260.0,11,1.0,3.0,2.0,14.0,2.0,15.537463556851309
2190,Passenger cars,"PC diesel 1,4-<2L",9,260.0,12,1.0,3.0,2.0,14.0,2.0,18.127040816326527
2191,Passenger cars,"PC diesel 1,4-<2L",9,260.0,13,1.0,3.0,2.0,14.0,2.0,7.768731778425654
2192,Passenger cars,"PC diesel 1,4-<2L",9,260.0,14,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2193,Passenger cars,"PC diesel 1,4-<2L",9,260.0,15,1.0,3.0,2.0,14.0,2.0,10.358309037900874
2194,Passenger cars,"PC diesel 1,4-<2L",9,260.0,16,1.0,3.0,2.0,14.0,2.0,7.768731778425654
2195,Passenger cars,"PC diesel 1,4-<2L",9,260.0,17,1.0,3.0,2.0,14.0,2.0,20.716618075801748
2196,Passenger cars,"PC diesel 1,4-<2L",9,260.0,18,1.0,3.0,2.0,14.0,2.0,7.768731778425654
2197,Passenger cars,"PC diesel 1,4-<2L",9,260.0,19,1.0,3.0,2.0,14.0,2.0,20.716618075801748
2198,Passenger cars,"PC diesel 1,4-<2L",9,260.0,20,1.0,3.0,2.0,14.0,2.0,5.179154518950437
2199,Passenger cars,"PC diesel 1,4-<2L",9,260.0,21,1.0,3.0,2.0,14.0,2.0,5.179154518950437
2200,Passenger cars,"PC diesel 1,4-<2L",9,260.0,22,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2201,Passenger cars,"PC diesel 1,4-<2L",9,260.0,23,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2202,Passenger cars,"PC diesel 1,4-<2L",9,260.0,24,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2203,Passenger cars,"PC diesel 1,4-<2L",9,260.0,25,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2204,Passenger cars,"PC diesel 1,4-<2L",9,260.0,26,1.0,3.0,2.0,14.0,2.0,7.768731778425654
2207,Passenger cars,"PC diesel 1,4-<2L",9,260.0,29,1.0,3.0,2.0,14.0,2.0,10.358309037900874
2208,Passenger cars,"PC diesel 1,4-<2L",9,260.0,30,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2210,Passenger cars,"PC diesel 1,4-<2L",9,260.0,32,1.0,3.0,2.0,14.0,2.0,2.5895772594752184
2212,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,1,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2213,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,2,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2214,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,3,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2215,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,4,1.0,3.0,2.0,14.0,2.0,29.348542274052477
2216,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,5,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2217,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,6,1.0,3.0,2.0,14.0,2.0,44.02281341107872
2218,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,7,1.0,3.0,2.0,14.0,2.0,73.37135568513119
2219,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,8,1.0,3.0,2.0,14.0,2.0,44.02281341107872
2220,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,9,1.0,3.0,2.0,14.0,2.0,132.06844023323615
2221,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,10,1.0,3.0,2.0,14.0,2.0,176.0912536443149
2222,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,11,1.0,3.0,2.0,14.0,2.0,88.04562682215744
2223,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,12,1.0,3.0,2.0,14.0,2.0,102.71989795918367
2224,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,13,1.0,3.0,2.0,14.0,2.0,44.02281341107872
2225,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,14,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2226,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,15,1.0,3.0,2.0,14.0,2.0,58.697084548104954
2227,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,16,1.0,3.0,2.0,14.0,2.0,44.02281341107872
2228,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,17,1.0,3.0,2.0,14.0,2.0,117.39416909620991
2229,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,18,1.0,3.0,2.0,14.0,2.0,44.02281341107872
2230,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,19,1.0,3.0,2.0,14.0,2.0,117.39416909620991
2231,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,20,1.0,3.0,2.0,14.0,2.0,29.348542274052477
2232,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,21,1.0,3.0,2.0,14.0,2.0,29.348542274052477
2233,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,22,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2234,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,23,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2235,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,24,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2236,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,25,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2237,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,26,1.0,3.0,2.0,14.0,2.0,44.02281341107872
2240,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,29,1.0,3.0,2.0,14.0,2.0,58.697084548104954
2241,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,30,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2243,Passenger cars,"PC diesel 1,4-<2L",9,9260.0,32,1.0,3.0,2.0,14.0,2.0,14.674271137026238
2245,Passenger cars,"PC diesel 1,4-<2L",9,251.0,1,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2246,Passenger cars,"PC diesel 1,4-<2L",9,251.0,2,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2247,Passenger cars,"PC diesel 1,4-<2L",9,251.0,3,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2248,Passenger cars,"PC diesel 1,4-<2L",9,251.0,4,1.0,3.0,2.0,15.0,2.0,5.179154518950437
2249,Passenger cars,"PC diesel 1,4-<2L",9,251.0,5,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2250,Passenger cars,"PC diesel 1,4-<2L",9,251.0,6,1.0,3.0,2.0,15.0,2.0,7.768731778425654
2251,Passenger cars,"PC diesel 1,4-<2L",9,251.0,7,1.0,3.0,2.0,15.0,2.0,12.947886297376092
2252,Passenger cars,"PC diesel 1,4-<2L",9,251.0,8,1.0,3.0,2.0,15.0,2.0,7.768731778425654
2253,Passenger cars,"PC diesel 1,4-<2L",9,251.0,9,1.0,3.0,2.0,15.0,2.0,23.306195335276968
2254,Passenger cars,"PC diesel 1,4-<2L",9,251.0,10,1.0,3.0,2.0,15.0,2.0,31.074927113702618
2255,Passenger cars,"PC diesel 1,4-<2L",9,251.0,11,1.0,3.0,2.0,15.0,2.0,15.537463556851309
2256,Passenger cars,"PC diesel 1,4-<2L",9,251.0,12,1.0,3.0,2.0,15.0,2.0,18.127040816326527
2257,Passenger cars,"PC diesel 1,4-<2L",9,251.0,13,1.0,3.0,2.0,15.0,2.0,7.768731778425654
2258,Passenger cars,"PC diesel 1,4-<2L",9,251.0,14,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2259,Passenger cars,"PC diesel 1,4-<2L",9,251.0,15,1.0,3.0,2.0,15.0,2.0,10.358309037900874
2260,Passenger cars,"PC diesel 1,4-<2L",9,251.0,16,1.0,3.0,2.0,15.0,2.0,7.768731778425654
2261,Passenger cars,"PC diesel 1,4-<2L",9,251.0,17,1.0,3.0,2.0,15.0,2.0,20.716618075801748
2262,Passenger cars,"PC diesel 1,4-<2L",9,251.0,18,1.0,3.0,2.0,15.0,2.0,7.768731778425654
2263,Passenger cars,"PC diesel 1,4-<2L",9,251.0,19,1.0,3.0,2.0,15.0,2.0,20.716618075801748
2264,Passenger cars,"PC diesel 1,4-<2L",9,251.0,20,1.0,3.0,2.0,15.0,2.0,5.179154518950437
2265,Passenger cars,"PC diesel 1,4-<2L",9,251.0,21,1.0,3.0,2.0,15.0,2.0,5.179154518950437
2266,Passenger cars,"PC diesel 1,4-<2L",9,251.0,22,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2267,Passenger cars,"PC diesel 1,4-<2L",9,251.0,23,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2268,Passenger cars,"PC diesel 1,4-<2L",9,251.0,24,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2269,Passenger cars,"PC diesel 1,4-<2L",9,251.0,25,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2270,Passenger cars,"PC diesel 1,4-<2L",9,251.0,26,1.0,3.0,2.0,15.0,2.0,7.768731778425654
2273,Passenger cars,"PC diesel 1,4-<2L",9,251.0,29,1.0,3.0,2.0,15.0,2.0,10.358309037900874
2274,Passenger cars,"PC diesel 1,4-<2L",9,251.0,30,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2276,Passenger cars,"PC diesel 1,4-<2L",9,251.0,32,1.0,3.0,2.0,15.0,2.0,2.5895772594752184
2278,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,1,1.0,3.0,2.0,15.0,2.0,14.674271137026238
2279,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,2,1.0,3.0,2.0,15.0,2.0,14.674271137026238
2280,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,3,1.0,3.0,2.0,15.0,2.0,14.674271137026238
2281,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,4,1.0,3.0,2.0,15.0,2.0,29.348542274052477
2282,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,5,1.0,3.0,2.0,15.0,2.0,14.674271137026238
2283,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,6,1.0,3.0,2.0,15.0,2.0,44.02281341107872
2284,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,7,1.0,3.0,2.0,15.0,2.0,73.37135568513119
2285,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,8,1.0,3.0,2.0,15.0,2.0,44.02281341107872
2286,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,9,1.0,3.0,2.0,15.0,2.0,132.06844023323615
2287,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,10,1.0,3.0,2.0,15.0,2.0,176.0912536443149
2288,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,11,1.0,3.0,2.0,15.0,2.0,88.04562682215744
2289,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,12,1.0,3.0,2.0,15.0,2.0,102.71989795918367
2290,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,13,1.0,3.0,2.0,15.0,2.0,44.02281341107872
2291,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,14,1.0,3.0,2.0,15.0,2.0,14.674271137026238
2292,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,15,1.0,3.0,2.0,15.0,2.0,58.697084548104954
2293,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,16,1.0,3.0,2.0,15.0,2.0,44.02281341107872
2294,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,17,1.0,3.0,2.0,15.0,2.0,117.39416909620991
2295,Passenger cars,"PC diesel 1,4-<2L",9,9251.0,18,1.0,3.0,2.0,15.0,2.0,44.02281341107872
