ScenarioID,CountryID,TechID,JSTypeVSMID,TechDescription,TransTypeID,VehTypeID,MassCatID,VKM
1,9,980.0,3,Road-Urban (bus)-Euro 2 (1996-2001)-Passenger Transport,1.0,4.0,12.0,0.0633057142857143
1,9,1040.0,1,Road-Urban (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,12.0,0.1266114285714286
1,9,1040.0,2,Road-Urban (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,12.0,0.1266114285714286
1,9,1040.0,3,Road-Urban (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,12.0,0.0633057142857143
1,9,1050.0,1,Road-Coach (bus)-Euro 1 (1992-96)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1050.0,2,Road-Coach (bus)-Euro 1 (1992-96)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1050.0,3,Road-Coach (bus)-Euro 1 (1992-96)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1051.0,1,Road-Coach (bus)-Euro 2 (1996-2001)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1051.0,2,Road-Coach (bus)-Euro 2 (1996-2001)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1051.0,3,Road-Coach (bus)-Euro 2 (1996-2001)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1052.0,1,Road-Coach (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1052.0,2,Road-Coach (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1052.0,3,Road-Coach (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1053.0,1,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1053.0,2,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1053.0,3,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1054.0,1,Road-Coach (bus)-Euro 5 (2009-14)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1054.0,2,Road-Coach (bus)-Euro 5 (2009-14)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1054.0,3,Road-Coach (bus)-Euro 5 (2009-14)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1055.0,1,Road-Coach (bus)-Euro 6 (2015-19)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1055.0,2,Road-Coach (bus)-Euro 6 (2015-19)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1055.0,3,Road-Coach (bus)-Euro 6 (2015-19)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1130.0,1,Road-Urban (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,12.0,0.1266114285714286
1,9,1130.0,2,Road-Urban (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,12.0,0.1266114285714286
1,9,1130.0,3,Road-Urban (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,12.0,0.0633057142857143
1,9,1152.0,1,Road-Coach (bus)-Conventional (pre-EURO)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1152.0,2,Road-Coach (bus)-Conventional (pre-EURO)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1152.0,3,Road-Coach (bus)-Conventional (pre-EURO)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1153.0,1,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1153.0,2,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1153.0,3,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1158.0,1,Road-Coach (bus)-Euro 1 (1992-96)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1158.0,2,Road-Coach (bus)-Euro 1 (1992-96)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1158.0,3,Road-Coach (bus)-Euro 1 (1992-96)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1159.0,1,Road-Coach (bus)-Euro 2 (1996-2001)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1159.0,2,Road-Coach (bus)-Euro 2 (1996-2001)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1159.0,3,Road-Coach (bus)-Euro 2 (1996-2001)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1163.0,1,Road-Coach (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1163.0,2,Road-Coach (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1163.0,3,Road-Coach (bus)-Euro 3 (2001-05)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1166.0,1,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1166.0,2,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0135368127692307
1,9,1166.0,3,Road-Coach (bus)-Euro 4 (2005-09)-Passenger Transport,1.0,4.0,13.0,0.0067684063846153
1,9,1200.0,1,Road-PanelSideVan (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,21.0,0.0017630715
1,9,1200.0,2,Road-PanelSideVan (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,21.0,0.0017630715
1,9,1200.0,3,Road-PanelSideVan (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,21.0,0.00088153575
1,9,1220.0,1,Road-PanelSideVan (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,21.0,0.0110495592899999
1,9,1220.0,2,Road-PanelSideVan (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,21.0,0.0110495592899999
1,9,1220.0,3,Road-PanelSideVan (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,21.0,0.0883964743199999
1,9,1320.0,1,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.04694748042
1,9,1320.0,2,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.04694748042
1,9,1320.0,3,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.02347374021
1,9,1410.0,1,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.00793329546
1,9,1410.0,2,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.00793329546
1,9,1410.0,3,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.00396664773
1,9,1450.0,1,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1450.0,2,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1450.0,3,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.0004253964
1,9,1451.0,1,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.00400703424
1,9,1451.0,2,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.00400703424
1,9,1451.0,3,Road-PanelSideVan (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,21.0,0.00200351712
1,9,1452.0,1,Road-PanelSideVan (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1452.0,2,Road-PanelSideVan (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1452.0,3,Road-PanelSideVan (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,21.0,0.0004253964
1,9,1453.0,1,Road-PanelSideVan (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1453.0,2,Road-PanelSideVan (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1453.0,3,Road-PanelSideVan (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,21.0,0.0004253964
1,9,1471.0,1,Road-PanelSideVan (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1471.0,2,Road-PanelSideVan (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,21.0,0.0008507928
1,9,1471.0,3,Road-PanelSideVan (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,21.0,0.0004253964
1,9,1520.0,1,Road-Medium (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,22.0,0.0038062838053279577
1,9,1520.0,2,Road-Medium (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,22.0,0.0038062838053279577
1,9,1520.0,3,Road-Medium (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,22.0,0.030450270442624598
1,9,1530.0,1,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1530.0,2,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1530.0,3,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0103246557257142
1,9,1560.0,1,Road-Medium (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1560.0,2,Road-Medium (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1560.0,3,Road-Medium (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,22.0,0.0103246557257142
1,9,1570.0,1,Road-Medium (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1570.0,2,Road-Medium (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1570.0,3,Road-Medium (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,22.0,0.0103246557257142
1,9,1590.0,1,Road-Medium (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1590.0,2,Road-Medium (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1590.0,3,Road-Medium (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,22.0,0.0103246557257142
1,9,1610.0,1,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1610.0,2,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0012905819657142
1,9,1610.0,3,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0103246557257142
1,9,1616.0,1,Road-Medium (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1616.0,2,Road-Medium (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1616.0,3,Road-Medium (truck)-Conventional (pre-EURO)-Freight Transport,2.0,5.0,22.0,0.0177455272014719
1,9,1617.0,1,Road-Medium (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1617.0,2,Road-Medium (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1617.0,3,Road-Medium (truck)-Euro 1 (1992-96)-Freight Transport,2.0,5.0,22.0,0.0177455272014719
1,9,1618.0,1,Road-Medium (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1618.0,2,Road-Medium (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1618.0,3,Road-Medium (truck)-Euro 2 (1996-2001)-Freight Transport,2.0,5.0,22.0,0.0177455272014719
1,9,1619.0,1,Road-Medium (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1619.0,2,Road-Medium (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1619.0,3,Road-Medium (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,22.0,0.0177455272014719
1,9,1620.0,1,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1620.0,2,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0022181909001839
1,9,1620.0,3,Road-Medium (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,22.0,0.0177455272014719
1,9,1640.0,1,Road-Heavy (truck)-Euro 5 (2009-14)-Freight Transport,2.0,5.0,23.0,0.0075818279073891
1,9,1640.0,2,Road-Heavy (truck)-Euro 5 (2009-14)-Freight Transport,2.0,5.0,23.0,0.0075818279073891
1,9,1640.0,3,Road-Heavy (truck)-Euro 5 (2009-14)-Freight Transport,2.0,5.0,23.0,0.0606546232591128
1,9,1670.0,1,Road-Heavy (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,23.0,5.6884500018e-06
1,9,1670.0,2,Road-Heavy (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,23.0,5.6884500018e-06
1,9,1670.0,3,Road-Heavy (truck)-Euro 3 (2001-05)-Freight Transport,2.0,5.0,23.0,4.55076000144e-05
1,9,1682.0,1,Road-Heavy (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,23.0,5.6884500018e-06
1,9,1682.0,2,Road-Heavy (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,23.0,5.6884500018e-06
1,9,1682.0,3,Road-Heavy (truck)-Euro 4 (2005-09)-Freight Transport,2.0,5.0,23.0,4.55076000144e-05
1,9,1690.0,1,Road-Heavy (truck)-Euro 6 (2015-19)-Freight Transport,2.0,5.0,23.0,0.0075818279073891
1,9,1690.0,2,Road-Heavy (truck)-Euro 6 (2015-19)-Freight Transport,2.0,5.0,23.0,0.0075818279073891
1,9,1690.0,3,Road-Heavy (truck)-Euro 6 (2015-19)-Freight Transport,2.0,5.0,23.0,0.0606546232591128
1,9,2010.0,4,Rail - Train - Light - Diesel - Standard 1 - Passenger Transport,1.0,6.0,31.0,8.070898999999999e-10
1,9,2010.0,10,Rail - Train - Light - Diesel - Standard 1 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2010.0,11,Rail - Train - Light - Diesel - Standard 1 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2010.0,12,Rail - Train - Light - Diesel - Standard 1 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2020.0,4,Rail - Train - Light - Electricity - Standard 1 - Passenger Transport,1.0,6.0,31.0,0.0065071980000000005
1,9,2020.0,10,Rail - Train - Light - Electricity - Standard 1 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2020.0,11,Rail - Train - Light - Electricity - Standard 1 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2020.0,12,Rail - Train - Light - Electricity - Standard 1 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2030.0,4,Rail - Train - Light - Electricity - Standard 2 - Passenger Transport,1.0,6.0,31.0,0.005901658000000001
1,9,2030.0,10,Rail - Train - Light - Electricity - Standard 2 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2030.0,11,Rail - Train - Light - Electricity - Standard 2 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2030.0,12,Rail - Train - Light - Electricity - Standard 2 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2040.0,4,Rail - Train - Light - Diesel - Standard 2 - Passenger Transport,1.0,6.0,31.0,1.077162e-09
1,9,2040.0,10,Rail - Train - Light - Diesel - Standard 2 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2040.0,11,Rail - Train - Light - Diesel - Standard 2 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2040.0,12,Rail - Train - Light - Diesel - Standard 2 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2050.0,4,Rail - Train - Light - Electricity - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2050.0,10,Rail - Train - Light - Electricity - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2050.0,11,Rail - Train - Light - Electricity - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2050.0,12,Rail - Train - Light - Electricity - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2060.0,4,Rail - Train - Light - Diesel - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2060.0,10,Rail - Train - Light - Diesel - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2060.0,11,Rail - Train - Light - Diesel - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2060.0,12,Rail - Train - Light - Diesel - Standard 3 - Passenger Transport,1.0,6.0,31.0,0.0
1,9,2070.0,4,Rail - Train - Regional - Diesel - Standard 1 - Freight Transport,2.0,6.0,32.0,0.002661889
1,9,2070.0,10,Rail - Train - Regional - Diesel - Standard 1 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2070.0,11,Rail - Train - Regional - Diesel - Standard 1 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2070.0,12,Rail - Train - Regional - Diesel - Standard 1 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2080.0,4,Rail - Train - Regional - Diesel - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2080.0,10,Rail - Train - Regional - Diesel - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.01115111
1,9,2080.0,11,Rail - Train - Regional - Diesel - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2080.0,12,Rail - Train - Regional - Diesel - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2090.0,4,Rail - Train - Regional - Electricity - Standard 1 - Freight Transport,2.0,6.0,32.0,0.00041621350000000003
1,9,2090.0,10,Rail - Train - Regional - Electricity - Standard 1 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2090.0,11,Rail - Train - Regional - Electricity - Standard 1 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2090.0,12,Rail - Train - Regional - Electricity - Standard 1 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2100.0,4,Rail - Train - Regional - Electricity - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2100.0,10,Rail - Train - Regional - Electricity - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.01304109
1,9,2100.0,11,Rail - Train - Regional - Electricity - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2100.0,12,Rail - Train - Regional - Electricity - Standard 1 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2110.0,4,Rail - Train - Regional - Electricity - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2110.0,10,Rail - Train - Regional - Electricity - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.01471651
1,9,2110.0,11,Rail - Train - Regional - Electricity - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2110.0,12,Rail - Train - Regional - Electricity - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2120.0,4,Rail - Train - Regional - Diesel - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2120.0,10,Rail - Train - Regional - Diesel - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.007237278
1,9,2120.0,11,Rail - Train - Regional - Diesel - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2120.0,12,Rail - Train - Regional - Diesel - Standard 2 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2130.0,4,Rail - Train - Regional - Diesel - Standard 2 - Freight Transport,2.0,6.0,32.0,0.002389054
1,9,2130.0,10,Rail - Train - Regional - Diesel - Standard 2 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2130.0,11,Rail - Train - Regional - Diesel - Standard 2 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2130.0,12,Rail - Train - Regional - Diesel - Standard 2 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2140.0,4,Rail - Train - Regional - Electricity - Standard 2 - Freight Transport,2.0,6.0,32.0,0.0004222739
1,9,2140.0,10,Rail - Train - Regional - Electricity - Standard 2 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2140.0,11,Rail - Train - Regional - Electricity - Standard 2 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2140.0,12,Rail - Train - Regional - Electricity - Standard 2 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2150.0,4,Rail - Train - Regional - Diesel - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2150.0,10,Rail - Train - Regional - Diesel - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2150.0,11,Rail - Train - Regional - Diesel - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2150.0,12,Rail - Train - Regional - Diesel - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2160.0,4,Rail - Train - Regional - Electricity - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2160.0,10,Rail - Train - Regional - Electricity - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2160.0,11,Rail - Train - Regional - Electricity - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2160.0,12,Rail - Train - Regional - Electricity - Standard 3 - Passenger Transport,1.0,6.0,32.0,0.0
1,9,2170.0,4,Rail - Train - Regional - Diesel - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2170.0,10,Rail - Train - Regional - Diesel - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2170.0,11,Rail - Train - Regional - Diesel - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2170.0,12,Rail - Train - Regional - Diesel - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2180.0,4,Rail - Train - Regional - Electricity - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2180.0,10,Rail - Train - Regional - Electricity - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2180.0,11,Rail - Train - Regional - Electricity - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2180.0,12,Rail - Train - Regional - Electricity - Standard 3 - Freight Transport,2.0,6.0,32.0,0.0
1,9,2190.0,4,Rail - Train - National - Diesel - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2190.0,10,Rail - Train - National - Diesel - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2190.0,11,Rail - Train - National - Diesel - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.0033447400000000006
1,9,2190.0,12,Rail - Train - National - Diesel - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2200.0,4,Rail - Train - National - Electricity - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2200.0,10,Rail - Train - National - Electricity - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2200.0,11,Rail - Train - National - Electricity - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2200.0,12,Rail - Train - National - Electricity - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2210.0,4,Rail - Train - National - Electricity - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2210.0,10,Rail - Train - National - Electricity - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2210.0,11,Rail - Train - National - Electricity - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.004272129
1,9,2210.0,12,Rail - Train - National - Electricity - Standard 1 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2220.0,4,Rail - Train - National - Diesel - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2220.0,10,Rail - Train - National - Diesel - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2220.0,11,Rail - Train - National - Diesel - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2220.0,12,Rail - Train - National - Diesel - Standard 1 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2230.0,4,Rail - Train - National - Diesel - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2230.0,10,Rail - Train - National - Diesel - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2230.0,11,Rail - Train - National - Diesel - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2230.0,12,Rail - Train - National - Diesel - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2240.0,4,Rail - Train - National - Diesel - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2240.0,10,Rail - Train - National - Diesel - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2240.0,11,Rail - Train - National - Diesel - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.001428685
1,9,2240.0,12,Rail - Train - National - Diesel - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2250.0,4,Rail - Train - National - Electricity - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2250.0,10,Rail - Train - National - Electricity - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2250.0,11,Rail - Train - National - Electricity - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.00551161
1,9,2250.0,12,Rail - Train - National - Electricity - Standard 2 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2260.0,4,Rail - Train - National - Electricity - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2260.0,10,Rail - Train - National - Electricity - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2260.0,11,Rail - Train - National - Electricity - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2260.0,12,Rail - Train - National - Electricity - Standard 2 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2270.0,4,Rail - Train - National - Electricity - Standard 3 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2270.0,10,Rail - Train - National - Electricity - Standard 3 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2270.0,11,Rail - Train - National - Electricity - Standard 3 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2270.0,12,Rail - Train - National - Electricity - Standard 3 - Passenger Transport,1.0,6.0,33.0,0.0
1,9,2280.0,4,Rail - Train - National - Electricity - Standard 3 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2280.0,10,Rail - Train - National - Electricity - Standard 3 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2280.0,11,Rail - Train - National - Electricity - Standard 3 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2280.0,12,Rail - Train - National - Electricity - Standard 3 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2290.0,4,Rail - Train - National - Diesel - Standard 3 - Freight Transport,2.0,6.0,33.0,0.0
1,9,2290.0,10,Rail - Train - National - Diesel - Standard 3 - Freight Transport,2.0,6.0,33.0,0.0
