ScenarioID,CountryID,PolicyID,Year,triplenID,modeID,td
1,9,0,2012,1,1,109.61980448965124
1,9,0,2012,1,2,0.6840379435498241
1,9,0,2012,1,3,0.3449054750972381
1,9,0,2012,1,4,0.17281999404763487
1,9,0,2012,1,5,0.10688314641694842
1,9,0,2012,1,6,1.3369270843951309
1,9,0,2012,1,7,0.0
1,9,0,2012,1,8,0.0
1,9,0,2012,1,9,0.00806686425385691
1,9,0,2012,1,10,0.014663642619857684
1,9,0,2012,1,11,0.0034506231782584647
1,9,0,2012,1,12,1.3159623013528287e-06
1,9,0,2012,2,1,105.92793759996067
1,9,0,2012,2,2,3.3287403303524643
1,9,0,2012,2,3,2.1321755760327203
1,9,0,2012,2,4,1.0202015793520027
1,9,0,2012,2,5,0.9883961343663994
1,9,0,2012,2,6,16.919221197942548
1,9,0,2012,2,7,0.0
1,9,0,2012,2,8,0.000228295631055525
1,9,0,2012,2,9,0.04189121367207145
1,9,0,2012,2,10,0.26200470929320574
1,9,0,2012,2,11,0.07139772709007587
1,9,0,2012,2,12,5.2340497196337206e-05
1,9,0,2012,3,1,57.32316416868613
1,9,0,2012,3,2,8.514628203134757
1,9,0,2012,3,3,10.752011915522852
1,9,0,2012,3,4,4.869187433446675
1,9,0,2012,3,5,8.785640440187073
1,9,0,2012,3,6,112.57016180520915
1,9,0,2012,3,7,0.07158854809006256
1,9,0,2012,3,8,0.011249941546616774
1,9,0,2012,3,9,0.14656813637020108
1,9,0,2012,3,10,0.9730153288156718
1,9,0,2012,3,11,0.704117665346334
1,9,0,2012,3,12,0.0011824001704783234
1,9,0,2012,4,1,16.90455649003255
1,9,0,2012,4,2,7.516210660301662
1,9,0,2012,4,3,16.000526092137566
1,9,0,2012,4,4,6.752641180881682
1,9,0,2012,4,5,15.40862791584536
1,9,0,2012,4,6,131.36378603161742
1,9,0,2012,4,7,0.23387036537155134
1,9,0,2012,4,8,0.07066531900129246
1,9,0,2012,4,9,0.2801262956359918
1,9,0,2012,4,10,0.9548011914144765
1,9,0,2012,4,11,1.225149389617276
1,9,0,2012,4,12,0.004312552853096254
1,9,0,2012,5,1,15.447889313873423
1,9,0,2012,5,2,6.3605215235006956
1,9,0,2012,5,3,25.28905565451253
1,9,0,2012,5,4,9.87256336520193
1,9,0,2012,5,5,35.96905479210166
1,9,0,2012,5,6,108.6464077281063
1,9,0,2012,5,7,3.0526197257507524
1,9,0,2012,5,8,0.2698225458808841
1,9,0,2012,5,9,0.6110925524023717
1,9,0,2012,5,10,0.7449655797124093
1,9,0,2012,5,11,1.2284707950878742
1,9,0,2012,5,12,0.006189086634005708
1,9,0,2012,6,1,4.659694097204819
1,9,0,2012,6,2,1.7773787947474655
1,9,0,2012,6,3,14.930775882968865
1,9,0,2012,6,4,6.15529348054951
1,9,0,2012,6,5,30.402874365785163
1,9,0,2012,6,6,30.652204139072925
1,9,0,2012,6,7,6.825949458120756
1,9,0,2012,6,8,0.35462725988099025
1,9,0,2012,6,9,0.3281551252536624
1,9,0,2012,6,10,0.7210455684345551
1,9,0,2012,6,11,0.2791848369919284
1,9,0,2012,6,12,0.0013997293052523457
1,9,0,2012,7,1,1.7804409159317267
1,9,0,2012,7,2,0.17250474637928426
1,9,0,2012,7,3,10.7457692460684
1,9,0,2012,7,4,5.685938858181448
1,9,0,2012,7,5,9.633715425219934
1,9,0,2012,7,6,6.57912153134938
1,9,0,2012,7,7,14.650333346674742
1,9,0,2012,7,8,0.3357942566786072
1,9,0,2012,7,9,0.7107722046337591
1,9,0,2012,7,10,0.22579367933900304
1,9,0,2012,7,11,0.09833937269042493
1,9,0,2012,7,12,0.0005472861951492797
1,9,0,2012,8,1,1.1557396133492996
1,9,0,2012,8,2,0.0840893151874696
1,9,0,2012,8,3,11.332131122830834
1,9,0,2012,8,4,7.714746861494982
1,9,0,2012,8,5,5.944926311263804
1,9,0,2012,8,6,3.8013395852431544
1,9,0,2012,8,7,61.54640228934628
1,9,0,2012,8,8,0.5643656820997338
1,9,0,2012,8,9,0.6895537913218096
1,9,0,2012,8,10,0.3280495756864069
1,9,0,2012,8,11,3.387086928793478
1,9,0,2012,8,12,0.0005343441410972121
1,9,0,2013,1,1,109.61980448965124
1,9,0,2013,1,2,0.6840379435498241
1,9,0,2013,1,3,0.3449054750972381
1,9,0,2013,1,4,0.17281999404763487
1,9,0,2013,1,5,0.10688314641694842
1,9,0,2013,1,6,1.3369270843951309
1,9,0,2013,1,7,0.0
1,9,0,2013,1,8,0.0
1,9,0,2013,1,9,0.00806686425385691
1,9,0,2013,1,10,0.014663642619857684
1,9,0,2013,1,11,0.0034506231782584647
1,9,0,2013,1,12,1.3159623013528287e-06
1,9,0,2013,2,1,105.92793759996067
1,9,0,2013,2,2,3.3287403303524643
1,9,0,2013,2,3,2.1321755760327203
1,9,0,2013,2,4,1.0202015793520027
1,9,0,2013,2,5,0.9883961343663994
1,9,0,2013,2,6,16.919221197942548
1,9,0,2013,2,7,0.0
1,9,0,2013,2,8,0.000228295631055525
1,9,0,2013,2,9,0.04189121367207145
1,9,0,2013,2,10,0.26200470929320574
1,9,0,2013,2,11,0.07139772709007587
1,9,0,2013,2,12,5.2340497196337206e-05
1,9,0,2013,3,1,57.32316416868613
1,9,0,2013,3,2,8.514628203134757
1,9,0,2013,3,3,10.752011915522852
1,9,0,2013,3,4,4.869187433446675
1,9,0,2013,3,5,8.785640440187073
1,9,0,2013,3,6,112.57016180520915
1,9,0,2013,3,7,0.07158854809006256
1,9,0,2013,3,8,0.011249941546616774
1,9,0,2013,3,9,0.14656813637020108
1,9,0,2013,3,10,0.9730153288156718
1,9,0,2013,3,11,0.704117665346334
1,9,0,2013,3,12,0.0011824001704783234
1,9,0,2013,4,1,16.90455649003255
1,9,0,2013,4,2,7.516210660301662
1,9,0,2013,4,3,16.000526092137566
1,9,0,2013,4,4,6.752641180881682
1,9,0,2013,4,5,15.40862791584536
1,9,0,2013,4,6,131.36378603161742
1,9,0,2013,4,7,0.23387036537155134
1,9,0,2013,4,8,0.07066531900129246
1,9,0,2013,4,9,0.2801262956359918
1,9,0,2013,4,10,0.9548011914144765
1,9,0,2013,4,11,1.225149389617276
1,9,0,2013,4,12,0.004312552853096254
1,9,0,2013,5,1,15.447889313873423
1,9,0,2013,5,2,6.3605215235006956
1,9,0,2013,5,3,25.28905565451253
1,9,0,2013,5,4,9.87256336520193
1,9,0,2013,5,5,35.96905479210166
1,9,0,2013,5,6,108.6464077281063
1,9,0,2013,5,7,3.0526197257507524
1,9,0,2013,5,8,0.2698225458808841
1,9,0,2013,5,9,0.6110925524023717
1,9,0,2013,5,10,0.7449655797124093
1,9,0,2013,5,11,1.2284707950878742
1,9,0,2013,5,12,0.006189086634005708
1,9,0,2013,6,1,4.659694097204819
1,9,0,2013,6,2,1.7773787947474655
1,9,0,2013,6,3,14.930775882968865
1,9,0,2013,6,4,6.15529348054951
1,9,0,2013,6,5,30.402874365785163
1,9,0,2013,6,6,30.652204139072925
1,9,0,2013,6,7,6.825949458120756
1,9,0,2013,6,8,0.35462725988099025
1,9,0,2013,6,9,0.3281551252536624
1,9,0,2013,6,10,0.7210455684345551
1,9,0,2013,6,11,0.2791848369919284
1,9,0,2013,6,12,0.0013997293052523457
1,9,0,2013,7,1,1.7804409159317267
1,9,0,2013,7,2,0.17250474637928426
1,9,0,2013,7,3,10.7457692460684
1,9,0,2013,7,4,5.685938858181448
1,9,0,2013,7,5,9.633715425219934
1,9,0,2013,7,6,6.57912153134938
1,9,0,2013,7,7,14.650333346674742
1,9,0,2013,7,8,0.3357942566786072
1,9,0,2013,7,9,0.7107722046337591
1,9,0,2013,7,10,0.22579367933900304
1,9,0,2013,7,11,0.09833937269042493
1,9,0,2013,7,12,0.0005472861951492797
1,9,0,2013,8,1,1.1557396133492996
1,9,0,2013,8,2,0.0840893151874696
1,9,0,2013,8,3,11.332131122830834
1,9,0,2013,8,4,7.714746861494982
1,9,0,2013,8,5,5.944926311263804
1,9,0,2013,8,6,3.8013395852431544
1,9,0,2013,8,7,61.54640228934628
1,9,0,2013,8,8,0.5643656820997338
1,9,0,2013,8,9,0.6895537913218096
1,9,0,2013,8,10,0.3280495756864069
1,9,0,2013,8,11,3.387086928793478
1,9,0,2013,8,12,0.0005343441410972121
1,9,0,2014,1,1,109.61980448965124
1,9,0,2014,1,2,0.6840379435498241
1,9,0,2014,1,3,0.3449054750972381
1,9,0,2014,1,4,0.17281999404763487
1,9,0,2014,1,5,0.10688314641694842
1,9,0,2014,1,6,1.3369270843951309
1,9,0,2014,1,7,0.0
1,9,0,2014,1,8,0.0
1,9,0,2014,1,9,0.00806686425385691
1,9,0,2014,1,10,0.014663642619857684
1,9,0,2014,1,11,0.0034506231782584647
1,9,0,2014,1,12,1.3159623013528287e-06
1,9,0,2014,2,1,105.92793759996067
1,9,0,2014,2,2,3.3287403303524643
1,9,0,2014,2,3,2.1321755760327203
1,9,0,2014,2,4,1.0202015793520027
1,9,0,2014,2,5,0.9883961343663994
1,9,0,2014,2,6,16.919221197942548
1,9,0,2014,2,7,0.0
1,9,0,2014,2,8,0.000228295631055525
1,9,0,2014,2,9,0.04189121367207145
1,9,0,2014,2,10,0.26200470929320574
1,9,0,2014,2,11,0.07139772709007587
1,9,0,2014,2,12,5.2340497196337206e-05
1,9,0,2014,3,1,57.32316416868613
1,9,0,2014,3,2,8.514628203134757
1,9,0,2014,3,3,10.752011915522852
1,9,0,2014,3,4,4.869187433446675
1,9,0,2014,3,5,8.785640440187073
1,9,0,2014,3,6,112.57016180520915
1,9,0,2014,3,7,0.07158854809006256
1,9,0,2014,3,8,0.011249941546616774
1,9,0,2014,3,9,0.14656813637020108
1,9,0,2014,3,10,0.9730153288156718
1,9,0,2014,3,11,0.704117665346334
1,9,0,2014,3,12,0.0011824001704783234
1,9,0,2014,4,1,16.90455649003255
1,9,0,2014,4,2,7.516210660301662
1,9,0,2014,4,3,16.000526092137566
1,9,0,2014,4,4,6.752641180881682
1,9,0,2014,4,5,15.40862791584536
1,9,0,2014,4,6,131.36378603161742
1,9,0,2014,4,7,0.23387036537155134
1,9,0,2014,4,8,0.07066531900129246
1,9,0,2014,4,9,0.2801262956359918
1,9,0,2014,4,10,0.9548011914144765
1,9,0,2014,4,11,1.225149389617276
1,9,0,2014,4,12,0.004312552853096254
1,9,0,2014,5,1,15.447889313873423
1,9,0,2014,5,2,6.3605215235006956
1,9,0,2014,5,3,25.28905565451253
1,9,0,2014,5,4,9.87256336520193
1,9,0,2014,5,5,35.96905479210166
1,9,0,2014,5,6,108.6464077281063
1,9,0,2014,5,7,3.0526197257507524
1,9,0,2014,5,8,0.2698225458808841
1,9,0,2014,5,9,0.6110925524023717
1,9,0,2014,5,10,0.7449655797124093
1,9,0,2014,5,11,1.2284707950878742
1,9,0,2014,5,12,0.006189086634005708
1,9,0,2014,6,1,4.659694097204819
1,9,0,2014,6,2,1.7773787947474655
1,9,0,2014,6,3,14.930775882968865
1,9,0,2014,6,4,6.15529348054951
1,9,0,2014,6,5,30.402874365785163
1,9,0,2014,6,6,30.652204139072925
1,9,0,2014,6,7,6.825949458120756
1,9,0,2014,6,8,0.35462725988099025
1,9,0,2014,6,9,0.3281551252536624
1,9,0,2014,6,10,0.7210455684345551
1,9,0,2014,6,11,0.2791848369919284
1,9,0,2014,6,12,0.0013997293052523457
1,9,0,2014,7,1,1.7804409159317267
1,9,0,2014,7,2,0.17250474637928426
1,9,0,2014,7,3,10.7457692460684
1,9,0,2014,7,4,5.685938858181448
1,9,0,2014,7,5,9.633715425219934
1,9,0,2014,7,6,6.57912153134938
1,9,0,2014,7,7,14.650333346674742
1,9,0,2014,7,8,0.3357942566786072
1,9,0,2014,7,9,0.7107722046337591
1,9,0,2014,7,10,0.22579367933900304
1,9,0,2014,7,11,0.09833937269042493
1,9,0,2014,7,12,0.0005472861951492797
1,9,0,2014,8,1,1.1557396133492996
1,9,0,2014,8,2,0.0840893151874696
1,9,0,2014,8,3,11.332131122830834
1,9,0,2014,8,4,7.714746861494982
1,9,0,2014,8,5,5.944926311263804
1,9,0,2014,8,6,3.8013395852431544
1,9,0,2014,8,7,61.54640228934628
1,9,0,2014,8,8,0.5643656820997338
1,9,0,2014,8,9,0.6895537913218096
1,9,0,2014,8,10,0.3280495756864069
1,9,0,2014,8,11,3.387086928793478
1,9,0,2014,8,12,0.0005343441410972121
1,9,0,2015,1,1,109.61980448965124
1,9,0,2015,1,2,0.6840379435498241
1,9,0,2015,1,3,0.3449054750972381
1,9,0,2015,1,4,0.17281999404763487
1,9,0,2015,1,5,0.10688314641694842
1,9,0,2015,1,6,1.3369270843951309
1,9,0,2015,1,7,0.0
1,9,0,2015,1,8,0.0
1,9,0,2015,1,9,0.00806686425385691
1,9,0,2015,1,10,0.014663642619857684
1,9,0,2015,1,11,0.0034506231782584647
1,9,0,2015,1,12,1.3159623013528287e-06
1,9,0,2015,2,1,105.92793759996067
1,9,0,2015,2,2,3.3287403303524643
1,9,0,2015,2,3,2.1321755760327203
1,9,0,2015,2,4,1.0202015793520027
1,9,0,2015,2,5,0.9883961343663994
1,9,0,2015,2,6,16.919221197942548
1,9,0,2015,2,7,0.0
1,9,0,2015,2,8,0.000228295631055525
1,9,0,2015,2,9,0.04189121367207145
1,9,0,2015,2,10,0.26200470929320574
1,9,0,2015,2,11,0.07139772709007587
1,9,0,2015,2,12,5.2340497196337206e-05
