CountryID,TransTypeID,VehTypeID,Age,TotNumVeh,TotNumVeh-1,NumVehScrap
9,1,3,5,5264.280334768001,5264.280334768001,0
9,1,3,6,9935.121006111001,9935.121006111001,0
9,1,3,7,38755.772368376,38755.772368376,0
9,1,3,8,44997.78883623099,44997.78883623099,0
9,1,3,9,61073.069950549994,61073.069950549994,0
9,1,3,10,57143.14315571399,57143.14315571399,0
9,1,3,11,48436.140338249985,48436.140338249985,0
9,1,3,12,44705.42490537199,44705.42490537199,0
9,1,3,13,35528.270168503,35528.270168503,0
9,1,3,14,34482.88278031099,34482.88278031099,0
9,1,3,15,24645.303377310003,24645.303377310003,0
9,1,3,16,24384.659854120997,24384.659854120997,0
9,1,3,17,29621.542555374,29621.542555374,0
9,1,3,18,15056.623104691002,15056.623104691002,0
9,1,3,19,14414.234054570003,14414.234054570003,0
9,1,3,20,10226.816687794002,10226.816687794002,0
9,1,3,21,8933.140183548,8933.140183548,0
9,1,3,22,4563.985266603,4563.985266603,0
9,1,3,23,4151.917958880999,4151.917958880999,0
9,1,3,24,4563.985266603,4563.985266603,0
9,1,3,25,5525.475651521,5525.475651521,0
9,1,3,4,1431.277106098,1431.277106098,0
9,1,3,0,79.88118811400001,79.88118811400001,0
9,1,3,1,439.04152354300004,439.04152354300004,0
9,1,3,2,518.9227116850001,518.9227116850001,0
9,1,3,3,359.16033540800004,359.16033540800004,0
9,1,3,26,1010.2611852829999,1010.2611852829999,0
9,1,3,27,412.067307722,412.067307722,0
9,1,3,28,274.71153845800006,274.71153845800006,0
9,1,3,30,336.7537284650001,336.7537284650001,0
9,1,3,32,336.7537284650001,336.7537284650001,0
9,1,3,29,797.5918367620001,797.5918367620001,0
9,1,4,0,1464.3125002,1464.3125002,0
9,1,4,1,2892.78851015,2892.78851015,0
9,1,4,2,1568.9062498999997,1568.9062498999997,0
9,1,4,3,1150.53125,1150.53125,0
9,1,4,4,732.1562499899999,732.1562499899999,0
9,1,4,5,418.3750000100001,418.3750000100001,0
9,1,4,6,522.96875004,522.96875004,0
9,1,4,7,2124.795769997,2124.795769997,0
9,1,4,8,2438.57702001,2438.57702001,0
9,1,4,9,3448.67803026,3448.67803026,0
9,1,4,10,2438.57702001,2438.57702001,0
9,1,4,11,2543.17077004,2543.17077004,0
9,1,4,12,2124.795769997,2124.795769997,0
9,1,4,15,12225.805868996998,12225.805868996998,0
9,1,4,16,13235.906879997001,13235.906879997001,0
9,1,4,19,7175.300820997001,7175.300820997001,0
9,1,4,13,2020.2020199999997,2020.2020199999997,0
9,1,4,14,5050.5050508,5050.5050508,0
9,1,4,17,16161.616161999998,16161.616161999998,0
9,1,4,18,9090.909091000001,9090.909091000001,0
9,1,4,20,8080.808080999997,8080.808080999997,0
9,1,4,21,4040.4040400499994,4040.4040400499994,0
9,1,4,22,2020.2020199999997,2020.2020199999997,0
9,1,4,23,2020.2020199999997,2020.2020199999997,0
9,1,4,24,1010.1010100499999,1010.1010100499999,0
9,1,4,25,2020.2020199999997,2020.2020199999997,0
9,1,4,26,2020.2020199999997,2020.2020199999997,0
9,1,2,0,66526.48000000001,66526.48000000001,0
9,1,2,1,98006.16,98006.16,0
9,1,2,2,38481.2,38481.2,0
9,1,2,3,48621.12000000001,48621.12000000001,0
9,1,2,4,201625.87999999992,201625.87999999992,0
9,1,2,5,20789.120000000003,20789.120000000003,0
9,1,2,6,34790.00000000001,34790.00000000001,0
9,1,2,7,24055.920000000002,24055.920000000002,0
9,1,2,8,6873.12,6873.12,0
9,1,6,12,88.87647883502041,88.87647883502041,0
9,1,6,13,88.750572504336,88.750572504336,0
9,1,6,14,88.564750386468,88.564750386468,0
9,1,6,15,88.295178606188,88.295178606188,0
9,1,6,16,87.91034539689201,87.91034539689201,0
9,1,6,17,87.35195519999999,87.35195519999999,0
9,1,6,18,86.38135760000003,86.38135760000003,0
9,1,6,19,85.3620008,85.3620008,0
9,1,6,20,83.99157480000002,83.99157480000002,0
9,1,6,21,82.1772564,82.1772564,0
9,1,6,22,79.81030879999999,79.81030879999999,0
9,1,6,23,76.78536400000002,76.78536400000002,0
9,1,6,24,72.98761760000001,72.98761760000001,0
9,1,6,25,68.32234840000001,68.32234840000001,0
9,1,6,26,62.72958440000001,62.72958440000001,0
9,1,6,27,56.22273280000001,56.22273280000001,0
9,1,6,28,48.8759476,48.8759476,0
9,1,6,29,40.9394552,40.9394552,0
9,1,6,30,32.7630308,32.7630308,0
9,1,6,31,24.7970728,24.7970728,0
9,1,6,32,17.5214972,17.5214972,0
9,1,6,33,11.4047644,11.4047644,0
9,1,6,34,6.7218518,6.7218518,0
9,1,6,35,3.5122654,3.5122654,0
9,1,6,36,1.59378408,1.59378408,0
9,1,6,37,0.609774296,0.609774296,0
9,1,6,38,0.1911097759999996,0.1911097759999996,0
9,1,6,39,0.047204196799999994,0.047204196799999994,0
9,1,6,40,0.00742423756,0.00742423756,0
9,1,6,0,89.1018210014328,89.1018210014328,0
9,1,6,1,89.1016862735708,89.1016862735708,0
9,1,6,2,89.101352359098,89.101352359098,0
9,1,6,3,89.1006946422032,89.1006946422032,0
9,1,6,4,89.0994344961904,89.0994344961904,0
9,1,6,5,93.09677777549999,93.09677777549999,0
9,1,6,6,89.0925420263748,89.0925420263748,0
9,1,6,7,89.0847496276468,89.0847496276468,0
9,1,6,8,89.0715687440944,89.0715687440944,0
9,1,6,9,89.04981075275401,89.04981075275401,0
9,1,6,10,89.0149214729972,89.0149214729972,0
9,1,6,11,88.96024425238521,88.96024425238521,0
