ScenarioID,CountryID,TechID,Year,Age,TransTypeID,VehTypeID,MassCatID,EngineID,FuelID,NumVeh
1,9,70,2019,30,1,3,1,1,1,0.00
1,9,70,2019,31,1,3,1,1,1,0.00
1,9,70,2019,32,1,3,1,1,1,0.00
1,9,70,2019,33,1,3,1,1,1,0.00
1,9,70,2020,25,1,3,1,1,1,0.00
1,9,70,2020,26,1,3,1,1,1,0.00
1,9,70,2020,27,1,3,1,1,1,0.00
1,9,70,2020,28,1,3,1,1,1,0.00
1,9,70,2020,29,1,3,1,1,1,0.00
1,9,70,2020,30,1,3,1,1,1,0.00
1,9,70,2020,31,1,3,1,1,1,0.00
1,9,70,2020,32,1,3,1,1,1,0.00
1,9,70,2020,33,1,3,1,1,1,0.00
1,9,70,2021,26,1,3,1,1,1,0.00
1,9,70,2021,27,1,3,1,1,1,0.00
1,9,70,2021,28,1,3,1,1,1,0.00
1,9,70,2021,29,1,3,1,1,1,0.00
1,9,70,2021,30,1,3,1,1,1,0.00
1,9,70,2021,31,1,3,1,1,1,0.00
1,9,70,2021,32,1,3,1,1,1,0.00
1,9,70,2021,33,1,3,1,1,1,0.00
1,9,70,2022,27,1,3,1,1,1,0.00
1,9,70,2022,28,1,3,1,1,1,0.00
1,9,70,2022,29,1,3,1,1,1,0.00
1,9,70,2022,30,1,3,1,1,1,0.00
1,9,70,2022,31,1,3,1,1,1,0.00
1,9,70,2022,32,1,3,1,1,1,0.00
1,9,70,2022,33,1,3,1,1,1,0.00
1,9,70,2023,28,1,3,1,1,1,0.00
1,9,70,2023,29,1,3,1,1,1,0.00
1,9,70,2023,30,1,3,1,1,1,0.00
1,9,70,2023,31,1,3,1,1,1,0.00
1,9,70,2023,32,1,3,1,1,1,0.00
1,9,70,2023,33,1,3,1,1,1,0.00
1,9,70,2024,29,1,3,1,1,1,0.00
1,9,70,2024,30,1,3,1,1,1,0.00
1,9,70,2024,31,1,3,1,1,1,0.00
1,9,70,2024,32,1,3,1,1,1,0.00
1,9,70,2024,33,1,3,1,1,1,0.00
1,9,70,2025,30,1,3,1,1,1,0.00
1,9,70,2025,31,1,3,1,1,1,0.00
1,9,70,2025,32,1,3,1,1,1,0.00
1,9,70,2025,33,1,3,1,1,1,0.00
1,9,70,2026,31,1,3,1,1,1,0.00
1,9,70,2026,32,1,3,1,1,1,0.00
1,9,70,2026,33,1,3,1,1,1,0.00
1,9,70,2027,32,1,3,1,1,1,0.00
1,9,70,2027,33,1,3,1,1,1,0.00
1,9,70,2028,33,1,3,1,1,1,0.00
1,9,80,2012,0,1,3,1,14,1,458330.00
1,9,80,2012,1,1,3,1,14,1,438110.80
1,9,80,2012,2,1,3,1,14,1,442616.60
1,9,80,2012,3,1,3,1,14,1,466866.60
1,9,80,2013,0,1,3,1,14,1,206029.50
1,9,80,2013,1,1,3,1,14,1,458006.00
1,9,80,2013,2,1,3,1,14,1,437457.90
1,9,80,2013,3,1,3,1,14,1,441336.30
1,9,80,2013,4,1,3,1,14,1,464413.90
1,9,80,2014,0,1,3,1,14,1,186971.40
1,9,80,2014,1,1,3,1,14,1,205883.90
1,9,80,2014,2,1,3,1,14,1,457323.50
1,9,80,2014,3,1,3,1,14,1,436192.60
1,9,80,2014,4,1,3,1,14,1,439017.70
1,9,80,2014,5,1,3,1,14,1,460218.50
1,9,80,2015,1,1,3,1,14,1,186839.20
1,9,80,2015,2,1,3,1,14,1,205577.10
1,9,80,2015,3,1,3,1,14,1,456000.70
1,9,80,2015,4,1,3,1,14,1,433901.00
1,9,80,2015,5,1,3,1,14,1,435051.70
1,9,80,2015,6,1,3,1,14,1,453391.80
1,9,80,2016,2,1,3,1,14,1,186560.80
1,9,80,2016,3,1,3,1,14,1,204982.50
1,9,80,2016,4,1,3,1,14,1,453605.10
1,9,80,2016,5,1,3,1,14,1,429981.30
1,9,80,2016,6,1,3,1,14,1,428598.30
1,9,80,2016,7,1,3,1,14,1,442777.80
1,9,80,2017,3,1,3,1,14,1,186021.20
1,9,80,2017,4,1,3,1,14,1,203905.60
1,9,80,2017,5,1,3,1,14,1,449507.30
1,9,80,2017,6,1,3,1,14,1,423603.10
1,9,80,2017,7,1,3,1,14,1,418564.80
1,9,80,2017,8,1,3,1,14,1,426977.50
1,9,80,2018,4,1,3,1,14,1,185043.90
1,9,80,2018,5,1,3,1,14,1,202063.50
1,9,80,2018,6,1,3,1,14,1,442839.50
1,9,80,2018,7,1,3,1,14,1,413686.50
1,9,80,2018,8,1,3,1,14,1,403628.50
1,9,80,2018,9,1,3,1,14,1,404460.90
1,9,80,2019,5,1,3,1,14,1,183372.30
1,9,80,2019,6,1,3,1,14,1,199066.20
1,9,80,2019,7,1,3,1,14,1,432472.60
1,9,80,2019,8,1,3,1,14,1,398924.30
1,9,80,2019,9,1,3,1,14,1,382343.30
1,9,80,2019,10,1,3,1,14,1,373817.50
1,9,80,2020,6,1,3,1,14,1,180652.20
1,9,80,2020,7,1,3,1,14,1,194406.00
1,9,80,2020,8,1,3,1,14,1,417040.00
1,9,80,2020,9,1,3,1,14,1,377887.10
1,9,80,2020,10,1,3,1,14,1,353375.50
1,9,80,2020,11,1,3,1,14,1,334179.80
1,9,80,2021,7,1,3,1,14,1,176423.10
1,9,80,2021,8,1,3,1,14,1,187468.70
1,9,80,2021,9,1,3,1,14,1,395047.40
1,9,80,2021,10,1,3,1,14,1,349257.00
1,9,80,2021,11,1,3,1,14,1,315905.40
1,9,80,2021,12,1,3,1,14,1,285802.30
1,9,80,2022,8,1,3,1,14,1,170127.50
1,9,80,2022,9,1,3,1,14,1,177582.60
1,9,80,2022,10,1,3,1,14,1,365117.20
1,9,80,2022,11,1,3,1,14,1,312223.60
1,9,80,2022,12,1,3,1,14,1,270173.40
1,9,80,2022,13,1,3,1,14,1,230653.00
1,9,80,2023,9,1,3,1,14,1,161155.90
1,9,80,2023,10,1,3,1,14,1,164128.30
1,9,80,2023,11,1,3,1,14,1,326402.00
1,9,80,2023,12,1,3,1,14,1,267024.60
1,9,80,2023,13,1,3,1,14,1,218039.90
1,9,80,2023,14,1,3,1,14,1,172706.90
1,9,80,2024,10,1,3,1,14,1,148946.10
1,9,80,2024,11,1,3,1,14,1,146725.00
1,9,80,2024,12,1,3,1,14,1,279150.60
1,9,80,2024,13,1,3,1,14,1,215498.70
1,9,80,2024,14,1,3,1,14,1,163262.50
1,9,80,2024,15,1,3,1,14,1,117528.30
1,9,80,2025,11,1,3,1,14,1,133152.70
1,9,80,2025,12,1,3,1,14,1,125484.40
1,9,80,2025,13,1,3,1,14,1,225284.80
1,9,80,2025,14,1,3,1,14,1,161359.70
1,9,80,2025,15,1,3,1,14,1,111101.30
1,9,80,2025,16,1,3,1,14,1,70892.83
1,9,80,2026,12,1,3,1,14,1,113876.90
1,9,80,2026,13,1,3,1,14,1,101270.50
1,9,80,2026,14,1,3,1,14,1,168687.30
1,9,80,2026,15,1,3,1,14,1,109806.40
1,9,80,2026,16,1,3,1,14,1,67016.09
1,9,80,2026,17,1,3,1,14,1,36785.22
1,9,80,2027,13,1,3,1,14,1,91902.81
1,9,80,2027,14,1,3,1,14,1,75828.67
1,9,80,2027,15,1,3,1,14,1,114792.90
1,9,80,2027,16,1,3,1,14,1,66235.04
1,9,80,2027,17,1,3,1,14,1,34773.64
1,9,80,2027,18,1,3,1,14,1,15844.19
1,9,80,2028,14,1,3,1,14,1,68814.40
1,9,80,2028,15,1,3,1,14,1,51601.96
1,9,80,2028,16,1,3,1,14,1,69242.87
1,9,80,2028,17,1,3,1,14,1,34368.36
1,9,80,2028,18,1,3,1,14,1,14977.76
1,9,80,2028,19,1,3,1,14,1,5431.29
1,9,80,2029,15,1,3,1,14,1,46828.69
1,9,80,2029,16,1,3,1,14,1,31126.20
1,9,80,2029,17,1,3,1,14,1,35929.08
1,9,80,2029,18,1,3,1,14,1,14803.20
1,9,80,2029,19,1,3,1,14,1,5134.28
1,9,80,2029,20,1,3,1,14,1,1410.30
1,9,80,2030,16,1,3,1,14,1,28246.98
1,9,80,2030,17,1,3,1,14,1,16150.92
1,9,80,2030,18,1,3,1,14,1,15475.44
1,9,80,2030,19,1,3,1,14,1,5074.44
1,9,80,2030,20,1,3,1,14,1,1333.18
1,9,80,2030,21,1,3,1,14,1,261.86
1,9,80,2031,17,1,3,1,14,1,14656.93
1,9,80,2031,18,1,3,1,14,1,6956.55
1,9,80,2031,19,1,3,1,14,1,5304.88
1,9,80,2031,20,1,3,1,14,1,1317.64
1,9,80,2031,21,1,3,1,14,1,247.54
1,9,80,2031,22,1,3,1,14,1,32.52
1,9,80,2032,18,1,3,1,14,1,6313.06
1,9,80,2032,19,1,3,1,14,1,2384.66
1,9,80,2032,20,1,3,1,14,1,1377.47
1,9,80,2032,21,1,3,1,14,1,244.66
1,9,80,2032,22,1,3,1,14,1,30.74
1,9,80,2032,23,1,3,1,14,1,2.50
1,9,80,2033,19,1,3,1,14,1,2164.08
1,9,80,2033,20,1,3,1,14,1,619.21
1,9,80,2033,21,1,3,1,14,1,255.77
1,9,80,2033,22,1,3,1,14,1,30.38
1,9,80,2033,23,1,3,1,14,1,2.36
1,9,80,2033,24,1,3,1,14,1,0.11
1,9,80,2034,20,1,3,1,14,1,561.93
1,9,80,2034,21,1,3,1,14,1,114.97
1,9,80,2034,22,1,3,1,14,1,31.76
1,9,80,2034,23,1,3,1,14,1,2.34
1,9,80,2034,24,1,3,1,14,1,0.10
1,9,80,2034,25,1,3,1,14,1,0.00
1,9,80,2035,21,1,3,1,14,1,104.34
1,9,80,2035,22,1,3,1,14,1,14.28
1,9,80,2035,23,1,3,1,14,1,2.44
1,9,80,2035,24,1,3,1,14,1,0.10
1,9,80,2035,25,1,3,1,14,1,0.00
1,9,80,2035,26,1,3,1,14,1,0.00
1,9,80,2036,22,1,3,1,14,1,12.96
1,9,80,2036,23,1,3,1,14,1,1.10
1,9,80,2036,24,1,3,1,14,1,0.11
1,9,80,2036,25,1,3,1,14,1,0.00
1,9,80,2036,26,1,3,1,14,1,0.00
1,9,80,2036,27,1,3,1,14,1,0.00
1,9,80,2037,23,1,3,1,14,1,1.00
1,9,80,2037,24,1,3,1,14,1,0.05
1,9,80,2037,25,1,3,1,14,1,0.00
1,9,80,2037,26,1,3,1,14,1,0.00
1,9,80,2037,27,1,3,1,14,1,0.00
1,9,80,2037,28,1,3,1,14,1,0.00
1,9,80,2038,24,1,3,1,14,1,0.04
1,9,80,2038,25,1,3,1,14,1,0.00
1,9,80,2038,26,1,3,1,14,1,0.00
1,9,80,2038,27,1,3,1,14,1,0.00
1,9,80,2038,28,1,3,1,14,1,0.00
1,9,80,2038,29,1,3,1,14,1,0.00
1,9,80,2039,25,1,3,1,14,1,0.00
1,9,80,2039,26,1,3,1,14,1,0.00
1,9,80,2039,27,1,3,1,14,1,0.00
1,9,80,2039,28,1,3,1,14,1,0.00
1,9,80,2039,29,1,3,1,14,1,0.00
1,9,80,2039,30,1,3,1,14,1,0.00
1,9,80,2040,26,1,3,1,14,1,0.00
1,9,80,2040,27,1,3,1,14,1,0.00
1,9,80,2040,28,1,3,1,14,1,0.00
1,9,80,2040,29,1,3,1,14,1,0.00
1,9,80,2040,30,1,3,1,14,1,0.00
1,9,80,2040,31,1,3,1,14,1,0.00
1,9,80,2041,27,1,3,1,14,1,0.00
1,9,80,2041,28,1,3,1,14,1,0.00
1,9,80,2041,29,1,3,1,14,1,0.00
1,9,80,2041,30,1,3,1,14,1,0.00
1,9,80,2041,31,1,3,1,14,1,0.00
1,9,80,2041,32,1,3,1,14,1,0.00
1,9,80,2042,28,1,3,1,14,1,0.00
1,9,80,2042,29,1,3,1,14,1,0.00
1,9,80,2042,30,1,3,1,14,1,0.00
1,9,80,2042,31,1,3,1,14,1,0.00
1,9,80,2042,32,1,3,1,14,1,0.00
1,9,80,2042,33,1,3,1,14,1,0.00
1,9,80,2043,29,1,3,1,14,1,0.00
1,9,80,2043,30,1,3,1,14,1,0.00
1,9,80,2043,31,1,3,1,14,1,0.00
1,9,80,2043,32,1,3,1,14,1,0.00
1,9,80,2043,33,1,3,1,14,1,0.00
1,9,80,2043,34,1,3,1,14,1,0.00
1,9,80,2044,30,1,3,1,14,1,0.00
1,9,80,2044,31,1,3,1,14,1,0.00
1,9,80,2044,32,1,3,1,14,1,0.00
1,9,80,2044,33,1,3,1,14,1,0.00
1,9,80,2044,34,1,3,1,14,1,0.00
1,9,80,2045,31,1,3,1,14,1,0.00
1,9,80,2045,32,1,3,1,14,1,0.00
1,9,80,2045,33,1,3,1,14,1,0.00
1,9,80,2045,34,1,3,1,14,1,0.00
1,9,80,2046,32,1,3,1,14,1,0.00
1,9,80,2046,33,1,3,1,14,1,0.00
1,9,80,2046,34,1,3,1,14,1,0.00
1,9,80,2047,33,1,3,1,14,1,0.00
1,9,80,2047,34,1,3,1,14,1,0.00
1,9,80,2048,34,1,3,1,14,1,0.00
1,9,81,2015,0,1,3,1,15,1,155237.20
1,9,81,2016,0,1,3,1,15,1,148981.90
1,9,81,2016,1,1,3,1,15,1,155127.50
1,9,81,2017,0,1,3,1,15,1,204024.90
1,9,81,2017,1,1,3,1,15,1,148876.60
1,9,81,2017,2,1,3,1,15,1,154896.30
1,9,81,2018,0,1,3,1,15,1,232764.20
1,9,81,2018,1,1,3,1,15,1,203880.70
1,9,81,2018,2,1,3,1,15,1,148654.80
1,9,81,2018,3,1,3,1,15,1,154448.30
1,9,81,2019,0,1,3,1,15,1,245849.00
1,9,81,2019,1,1,3,1,15,1,232599.70
1,9,81,2019,2,1,3,1,15,1,203576.90
1,9,81,2019,3,1,3,1,15,1,148224.80
1,9,81,2019,4,1,3,1,15,1,153636.90
1,9,81,2020,1,1,3,1,15,1,245675.20
1,9,81,2020,2,1,3,1,15,1,232253.10
1,9,81,2020,3,1,3,1,15,1,202988.10
1,9,81,2020,4,1,3,1,15,1,147446.10
1,9,81,2020,5,1,3,1,15,1,152249.00
1,9,81,2021,2,1,3,1,15,1,245309.10
1,9,81,2021,3,1,3,1,15,1,231581.30
1,9,81,2021,4,1,3,1,15,1,201921.60
1,9,81,2021,5,1,3,1,15,1,146114.10
1,9,81,2021,6,1,3,1,15,1,149990.60
1,9,81,2022,3,1,3,1,15,1,244599.50
1,9,81,2022,4,1,3,1,15,1,230364.60
1,9,81,2022,5,1,3,1,15,1,200097.50
1,9,81,2022,6,1,3,1,15,1,143946.70
1,9,81,2022,7,1,3,1,15,1,146479.30
1,9,81,2023,4,1,3,1,15,1,243314.50
1,9,81,2023,5,1,3,1,15,1,228283.60
1,9,81,2023,6,1,3,1,15,1,197129.40
1,9,81,2023,7,1,3,1,15,1,140576.90
1,9,81,2023,8,1,3,1,15,1,141252.30
1,9,81,2024,5,1,3,1,15,1,241116.50
1,9,81,2024,6,1,3,1,15,1,224897.30
1,9,81,2024,7,1,3,1,15,1,192514.50
1,9,81,2024,8,1,3,1,15,1,135560.50
1,9,81,2024,9,1,3,1,15,1,133803.30
1,9,81,2025,6,1,3,1,15,1,237539.80
1,9,81,2025,7,1,3,1,15,1,219632.50
1,9,81,2025,8,1,3,1,15,1,185644.80
1,9,81,2025,9,1,3,1,15,1,128411.70
1,9,81,2025,10,1,3,1,15,1,123665.90
1,9,81,2026,7,1,3,1,15,1,231979.00
1,9,81,2026,8,1,3,1,15,1,211795.00
1,9,81,2026,9,1,3,1,15,1,175854.80
1,9,81,2026,10,1,3,1,15,1,118682.80
1,9,81,2026,11,1,3,1,15,1,110553.00
1,9,81,2027,8,1,3,1,15,1,223700.90
1,9,81,2027,9,1,3,1,15,1,200626.00
1,9,81,2027,10,1,3,1,15,1,162531.40
1,9,81,2027,11,1,3,1,15,1,106098.30
1,9,81,2027,12,1,3,1,15,1,94548.84
1,9,81,2028,9,1,3,1,15,1,211904.10
1,9,81,2028,10,1,3,1,15,1,185425.80
1,9,81,2028,11,1,3,1,15,1,145297.40
1,9,81,2028,12,1,3,1,15,1,90738.98
1,9,81,2028,13,1,3,1,15,1,76304.38
1,9,81,2029,10,1,3,1,15,1,195849.50
1,9,81,2029,11,1,3,1,15,1,165764.20
1,9,81,2029,12,1,3,1,15,1,124263.50
1,9,81,2029,13,1,3,1,15,1,73229.69
1,9,81,2029,14,1,3,1,15,1,57134.71
1,9,81,2030,11,1,3,1,15,1,175082.60
1,9,81,2030,12,1,3,1,15,1,141767.40
1,9,81,2030,13,1,3,1,15,1,100285.20
1,9,81,2030,14,1,3,1,15,1,54832.45
1,9,81,2030,15,1,3,1,15,1,38880.58
1,9,81,2031,12,1,3,1,15,1,149736.80
1,9,81,2031,13,1,3,1,15,1,114411.50
1,9,81,2031,14,1,3,1,15,1,75090.91
1,9,81,2031,15,1,3,1,15,1,37313.88
1,9,81,2031,16,1,3,1,15,1,23452.69
1,9,81,2032,13,1,3,1,15,1,120843.10
1,9,81,2032,14,1,3,1,15,1,85668.31
1,9,81,2032,15,1,3,1,15,1,51099.90
1,9,81,2032,16,1,3,1,15,1,22507.66
1,9,81,2032,17,1,3,1,15,1,12169.25
1,9,81,2033,14,1,3,1,15,1,90484.14
1,9,81,2033,15,1,3,1,15,1,58297.90
1,9,81,2033,16,1,3,1,15,1,30823.36
1,9,81,2033,17,1,3,1,15,1,11678.89
1,9,81,2033,18,1,3,1,15,1,5241.56
1,9,81,2034,15,1,3,1,15,1,61575.11
1,9,81,2034,16,1,3,1,15,1,35165.18
1,9,81,2034,17,1,3,1,15,1,15993.78
1,9,81,2034,18,1,3,1,15,1,5030.35
1,9,81,2034,19,1,3,1,15,1,1796.77
1,9,81,2035,16,1,3,1,15,1,37141.99
1,9,81,2035,17,1,3,1,15,1,18246.68
1,9,81,2035,18,1,3,1,15,1,6888.87
1,9,81,2035,19,1,3,1,15,1,1724.37
1,9,81,2035,20,1,3,1,15,1,466.55
1,9,81,2036,17,1,3,1,15,1,19272.42
1,9,81,2036,18,1,3,1,15,1,7859.24
1,9,81,2036,19,1,3,1,15,1,2361.46
1,9,81,2036,20,1,3,1,15,1,447.75
1,9,81,2036,21,1,3,1,15,1,86.63
1,9,81,2037,18,1,3,1,15,1,8301.05
1,9,81,2037,19,1,3,1,15,1,2694.10
1,9,81,2037,20,1,3,1,15,1,613.18
1,9,81,2037,21,1,3,1,15,1,83.14
1,9,81,2037,22,1,3,1,15,1,10.76
1,9,81,2038,19,1,3,1,15,1,2845.55
1,9,81,2038,20,1,3,1,15,1,699.55
1,9,81,2038,21,1,3,1,15,1,113.85
1,9,81,2038,22,1,3,1,15,1,10.32
1,9,81,2038,23,1,3,1,15,1,0.83
1,9,81,2039,20,1,3,1,15,1,738.88
1,9,81,2039,21,1,3,1,15,1,129.89
1,9,81,2039,22,1,3,1,15,1,14.14
1,9,81,2039,23,1,3,1,15,1,0.79
1,9,81,2039,24,1,3,1,15,1,0.04
1,9,81,2040,21,1,3,1,15,1,137.19
1,9,81,2040,22,1,3,1,15,1,16.13
1,9,81,2040,23,1,3,1,15,1,1.09
1,9,81,2040,24,1,3,1,15,1,0.03
1,9,81,2040,25,1,3,1,15,1,0.00
1,9,81,2041,22,1,3,1,15,1,17.04
1,9,81,2041,23,1,3,1,15,1,1.24
1,9,81,2041,24,1,3,1,15,1,0.05
1,9,81,2041,25,1,3,1,15,1,0.00
1,9,81,2041,26,1,3,1,15,1,0.00
1,9,81,2042,23,1,3,1,15,1,1.31
1,9,81,2042,24,1,3,1,15,1,0.05
1,9,81,2042,25,1,3,1,15,1,0.00
1,9,81,2042,26,1,3,1,15,1,0.00
1,9,81,2042,27,1,3,1,15,1,0.00
1,9,81,2043,24,1,3,1,15,1,0.06
1,9,81,2043,25,1,3,1,15,1,0.00
1,9,81,2043,26,1,3,1,15,1,0.00
1,9,81,2043,27,1,3,1,15,1,0.00
1,9,81,2043,28,1,3,1,15,1,0.00
1,9,81,2044,25,1,3,1,15,1,0.00
1,9,81,2044,26,1,3,1,15,1,0.00
1,9,81,2044,27,1,3,1,15,1,0.00
1,9,81,2044,28,1,3,1,15,1,0.00
1,9,81,2044,29,1,3,1,15,1,0.00
1,9,81,2045,26,1,3,1,15,1,0.00
1,9,81,2045,27,1,3,1,15,1,0.00
1,9,81,2045,28,1,3,1,15,1,0.00
1,9,81,2045,29,1,3,1,15,1,0.00
1,9,81,2045,30,1,3,1,15,1,0.00
1,9,81,2046,27,1,3,1,15,1,0.00
1,9,81,2046,28,1,3,1,15,1,0.00
1,9,81,2046,29,1,3,1,15,1,0.00
1,9,81,2046,30,1,3,1,15,1,0.00
1,9,81,2046,31,1,3,1,15,1,0.00
1,9,81,2047,28,1,3,1,15,1,0.00
1,9,81,2047,29,1,3,1,15,1,0.00
1,9,81,2047,30,1,3,1,15,1,0.00
1,9,81,2047,31,1,3,1,15,1,0.00
1,9,81,2047,32,1,3,1,15,1,0.00
1,9,81,2048,29,1,3,1,15,1,0.00
1,9,81,2048,30,1,3,1,15,1,0.00
1,9,81,2048,31,1,3,1,15,1,0.00
1,9,81,2048,32,1,3,1,15,1,0.00
1,9,81,2048,33,1,3,1,15,1,0.00
1,9,81,2049,30,1,3,1,15,1,0.00
1,9,81,2049,31,1,3,1,15,1,0.00
1,9,81,2049,32,1,3,1,15,1,0.00
1,9,81,2049,33,1,3,1,15,1,0.00
1,9,81,2049,34,1,3,1,15,1,0.00
1,9,81,2050,31,1,3,1,15,1,0.00
1,9,81,2050,32,1,3,1,15,1,0.00
1,9,81,2050,33,1,3,1,15,1,0.00
1,9,81,2050,34,1,3,1,15,1,0.00
1,9,82,2020,0,1,3,1,16,1,144585.20
1,9,82,2021,0,1,3,1,16,1,142994.40
1,9,82,2021,1,1,3,1,16,1,144483.00
1,9,82,2022,0,1,3,1,16,1,98666.43
1,9,82,2022,1,1,3,1,16,1,142893.30
1,9,82,2022,2,1,3,1,16,1,144267.70
1,9,82,2023,0,1,3,1,16,1,157675.00
1,9,82,2023,1,1,3,1,16,1,98596.68
1,9,82,2023,2,1,3,1,16,1,142680.40
1,9,82,2023,3,1,3,1,16,1,143850.40
1,9,82,2024,0,1,3,1,16,1,143196.30
1,9,82,2024,1,1,3,1,16,1,157563.60
1,9,82,2024,2,1,3,1,16,1,98449.76
1,9,82,2024,3,1,3,1,16,1,142267.70
1,9,82,2024,4,1,3,1,16,1,143094.60
1,9,82,2025,1,1,3,1,16,1,143095.10
