TDVSID,ScenarioID,CountryID,Year,TechID,VehCatID,NumVeh
0,1,9,2012,1180,T,0.04
0,1,9,2012,1200,S,195.28
0,1,9,2012,1200,T,3361.69
0,1,9,2012,1220,N,79034.38
0,1,9,2012,1220,S,12084.88
0,1,9,2012,1220,T,208043.01
0,1,9,2012,1221,N,7.45
0,1,9,2012,1221,S,0.84
0,1,9,2012,1221,T,14.48
0,1,9,2012,1230,S,0.00
0,1,9,2012,1230,T,0.01
0,1,9,2012,1240,S,37.47
0,1,9,2012,1240,T,645.06
0,1,9,2012,1300,S,0.00
0,1,9,2012,1301,N,5.65
0,1,9,2012,1301,S,0.61
0,1,9,2012,1301,T,10.48
0,1,9,2012,1320,S,1558.43
0,1,9,2012,1320,T,26828.56
0,1,9,2012,1340,S,6567.55
0,1,9,2012,1340,T,113061.42
0,1,9,2012,1360,S,0.08
0,1,9,2012,1360,T,1.44
0,1,9,2012,1365,N,34.50
0,1,9,2012,1365,S,3.66
0,1,9,2012,1365,T,63.03
0,1,9,2012,1390,S,13934.69
0,1,9,2012,1390,T,239887.85
0,1,9,2012,1391,S,0.08
0,1,9,2012,1391,T,1.43
0,1,9,2012,1410,S,146.63
0,1,9,2012,1410,T,2524.18
0,1,9,2012,1450,S,1398.67
0,1,9,2012,1450,T,24078.38
0,1,9,2012,1451,S,5954.11
0,1,9,2012,1451,T,102500.87
0,1,9,2012,1452,S,11868.60
0,1,9,2012,1452,T,204319.67
0,1,9,2012,1453,S,15182.08
0,1,9,2012,1453,T,261361.73
0,1,9,2012,1460,S,17631.24
0,1,9,2012,1460,T,303524.48
0,1,9,2012,1461,N,3.16
0,1,9,2012,1461,S,0.35
0,1,9,2012,1461,T,6.11
0,1,9,2012,1462,S,0.00
0,1,9,2012,1462,T,0.00
0,1,9,2012,1471,N,66646.07
0,1,9,2012,1471,S,10254.82
0,1,9,2012,1471,T,176538.30
0,1,9,2012,1510,N,29.00
0,1,9,2012,1510,S,3.27
0,1,9,2012,1510,T,56.26
0,1,9,2012,1520,S,43.94
0,1,9,2012,1520,T,756.48
0,1,9,2012,1530,N,12034.54
0,1,9,2012,1530,S,1899.44
0,1,9,2012,1530,T,32699.12
0,1,9,2012,1550,S,14.53
0,1,9,2012,1550,T,250.10
0,1,9,2012,1560,S,39.26
0,1,9,2012,1560,T,675.80
0,1,9,2012,1570,S,1194.86
0,1,9,2012,1570,T,20569.63
0,1,9,2012,1590,S,3103.01
0,1,9,2012,1590,T,53418.71
0,1,9,2012,1591,S,0.18
0,1,9,2012,1591,T,3.09
0,1,9,2012,1592,N,1.65
0,1,9,2012,1592,S,0.22
0,1,9,2012,1592,T,3.82
0,1,9,2012,1610,S,2977.98
0,1,9,2012,1610,T,51266.33
0,1,9,2012,1612,S,0.00
0,1,9,2012,1613,N,0.00
0,1,9,2012,1613,S,0.00
0,1,9,2012,1613,T,0.00
0,1,9,2012,1630,S,68.43
0,1,9,2012,1630,T,1177.95
0,1,9,2012,1640,N,21550.80
0,1,9,2012,1640,S,3339.07
0,1,9,2012,1640,T,57482.67
0,1,9,2012,1650,S,61.64
0,1,9,2012,1650,T,1061.20
0,1,9,2012,1660,S,1908.69
0,1,9,2012,1660,T,32858.45
0,1,9,2012,1670,S,5115.62
0,1,9,2012,1670,T,88066.11
0,1,9,2012,1671,S,0.23
0,1,9,2012,1671,T,3.99
0,1,9,2012,1675,S,0.00
0,1,9,2012,1680,N,4.90
0,1,9,2012,1680,S,0.57
0,1,9,2012,1680,T,9.79
0,1,9,2012,1682,S,5067.03
0,1,9,2012,1682,T,87229.69
0,1,9,2012,1685,N,0.01
0,1,9,2012,1685,S,0.00
0,1,9,2012,1685,T,0.01
0,1,9,2012,1730,S,26.78
0,1,9,2012,1730,T,460.95
0,1,9,2012,2010,S,0.00
0,1,9,2012,2020,S,72.57
0,1,9,2012,2020,T,502.90
0,1,9,2012,2030,N,31.51
0,1,9,2012,2030,S,57.17
0,1,9,2012,2030,T,396.21
0,1,9,2012,2040,S,0.00
0,1,9,2012,2070,S,49.29
0,1,9,2012,2070,T,341.18
0,1,9,2012,2080,S,184.25
0,1,9,2012,2080,T,1276.87
0,1,9,2012,2090,S,7.67
0,1,9,2012,2090,T,53.11
0,1,9,2012,2100,S,214.19
0,1,9,2012,2100,T,1484.37
0,1,9,2012,2110,N,123.43
0,1,9,2012,2110,S,210.24
0,1,9,2012,2110,T,1456.99
0,1,9,2012,2120,N,49.61
0,1,9,2012,2120,S,103.85
0,1,9,2012,2120,T,719.72
0,1,9,2012,2130,N,20.71
0,1,9,2012,2130,S,38.41
0,1,9,2012,2130,T,265.83
0,1,9,2012,2140,N,4.07
0,1,9,2012,2140,S,6.79
0,1,9,2012,2140,T,47.02
0,1,9,2012,2190,S,18.47
0,1,9,2012,2190,T,127.99
0,1,9,2012,2210,S,23.32
0,1,9,2012,2210,T,161.64
0,1,9,2012,2240,N,2.59
0,1,9,2012,2240,S,6.88
0,1,9,2012,2240,T,47.69
0,1,9,2012,2250,N,15.61
0,1,9,2012,2250,S,26.20
0,1,9,2012,2250,T,181.57
0,1,9,2012,2320,S,1.44
0,1,9,2012,2320,T,10.00
0,1,9,2012,3010,S,34.70
0,1,9,2012,3010,T,305.30
0,1,9,2012,3020,N,13.70
0,1,9,2012,3020,S,3.94
0,1,9,2012,3020,T,34.70
0,1,9,2012,3030,S,16.38
0,1,9,2012,3030,T,144.13
0,1,9,2012,3040,N,6.49
0,1,9,2012,3040,S,1.92
0,1,9,2012,3040,T,16.86
0,1,9,2012,4010,N,1.58
0,1,9,2012,4010,S,4.95
0,1,9,2012,4010,T,43.77
0,1,9,2012,4040,S,1.32
0,1,9,2012,4040,T,16.07
0,1,9,2012,4050,S,30.96
0,1,9,2012,4050,T,273.65
0,1,9,2012,4060,N,0.74
0,1,9,2012,4060,S,1.20
0,1,9,2012,4060,T,14.54
0,1,9,2012,4070,N,14.40
0,1,9,2012,4070,S,12.99
0,1,9,2012,4070,T,114.85
0,1,9,2012,4120,S,3.71
0,1,9,2012,4120,T,45.09
0,1,9,2012,4130,S,32.23
0,1,9,2012,4130,T,284.90
0,1,9,2012,4140,N,2.25
0,1,9,2012,4140,S,3.54
0,1,9,2012,4140,T,43.02
0,1,9,2012,4150,N,14.66
0,1,9,2012,4150,S,13.02
0,1,9,2012,4150,T,115.13
0,1,9,2012,4200,S,1.24
0,1,9,2012,4200,T,15.07
0,1,9,2012,4210,S,9.83
0,1,9,2012,4210,T,86.86
0,1,9,2012,4220,N,4.66
0,1,9,2012,4220,S,4.12
0,1,9,2012,4220,T,36.42
0,1,9,2012,4230,N,0.75
0,1,9,2012,4230,S,1.18
0,1,9,2012,4230,T,14.30
0,1,9,2012,4275,S,0.47
0,1,9,2012,4275,T,4.12
0,1,9,2012,5000,S,526.16
0,1,9,2012,5000,T,9057.87
0,1,9,2012,5001,S,2239.83
0,1,9,2012,5001,T,38559.09
0,1,9,2012,5002,S,4464.76
0,1,9,2012,5002,T,76861.59
0,1,9,2012,5003,S,5711.24
0,1,9,2012,5003,T,98319.82
0,1,9,2012,5004,N,25071.12
0,1,9,2012,5004,S,3857.69
0,1,9,2012,5004,T,66410.70
0,1,9,2012,5012,S,586.25
0,1,9,2012,5012,T,10092.45
0,1,9,2012,5013,S,2470.60
0,1,9,2012,5013,T,42531.77
0,1,9,2012,5014,S,5241.99
0,1,9,2012,5014,T,90241.72
0,1,9,2012,5015,S,6632.57
0,1,9,2012,5015,T,114180.74
0,1,9,2012,5016,N,29731.39
0,1,9,2012,5016,S,4546.13
0,1,9,2012,5016,T,78262.24
0,1,9,2012,5024,S,0.00
0,1,9,2012,5024,T,0.00
0,1,9,2012,5025,N,2.80
0,1,9,2012,5025,S,0.32
0,1,9,2012,5025,T,5.45
0,1,9,2012,5033,N,2.12
0,1,9,2012,5033,S,0.23
0,1,9,2012,5033,T,3.94
0,1,9,2012,5041,S,14.10
0,1,9,2012,5041,T,242.66
0,1,9,2012,5051,S,0.00
0,1,9,2012,5051,T,0.00
0,1,9,2012,5052,N,10.91
0,1,9,2012,5052,S,1.23
0,1,9,2012,5052,T,21.16
0,1,9,2012,5060,S,0.03
0,1,9,2012,5060,T,0.54
0,1,9,2012,5061,N,1.19
0,1,9,2012,5061,S,0.13
0,1,9,2012,5061,T,2.30
0,1,9,2012,5078,S,0.00
0,1,9,2012,5079,S,0.03
0,1,9,2012,5079,T,0.54
0,1,9,2012,5080,N,12.98
0,1,9,2012,5080,S,1.38
0,1,9,2012,5080,T,23.71
0,1,9,2012,5200,S,414.20
0,1,9,2012,5200,T,7130.47
0,1,9,2012,5201,S,1763.22
0,1,9,2012,5201,T,30354.16
0,1,9,2012,5202,S,3514.71
0,1,9,2012,5202,T,60506.34
0,1,9,2012,5203,S,4495.95
0,1,9,2012,5203,T,77398.53
0,1,9,2012,5204,N,19736.28
0,1,9,2012,5204,S,3036.82
0,1,9,2012,5204,T,52279.29
0,1,9,2012,5212,S,461.51
0,1,9,2012,5212,T,7944.89
0,1,9,2012,5213,S,1944.89
0,1,9,2012,5213,T,33481.51
0,1,9,2012,5214,S,4126.56
0,1,9,2012,5214,T,71039.35
0,1,9,2012,5215,S,5221.24
0,1,9,2012,5215,T,89884.43
0,1,9,2012,5216,N,23404.90
0,1,9,2012,5216,S,3578.76
0,1,9,2012,5216,T,61608.96
0,1,9,2012,5224,S,0.00
0,1,9,2012,5224,T,0.00
0,1,9,2012,5225,N,2.21
0,1,9,2012,5225,S,0.25
0,1,9,2012,5225,T,4.29
0,1,9,2012,5233,N,1.67
0,1,9,2012,5233,S,0.18
0,1,9,2012,5233,T,3.10
0,1,9,2012,5241,S,11.10
0,1,9,2012,5241,T,191.03
0,1,9,2012,5251,S,0.00
0,1,9,2012,5251,T,0.00
0,1,9,2012,5252,N,8.59
0,1,9,2012,5252,S,0.97
0,1,9,2012,5252,T,16.66
0,1,9,2012,5260,S,0.02
0,1,9,2012,5260,T,0.42
0,1,9,2012,5261,N,0.93
0,1,9,2012,5261,S,0.11
0,1,9,2012,5261,T,1.81
0,1,9,2012,5278,S,0.00
0,1,9,2012,5279,S,0.02
0,1,9,2012,5279,T,0.43
0,1,9,2012,5280,N,10.22
0,1,9,2012,5280,S,1.08
0,1,9,2012,5280,T,18.66
0,1,9,2012,5400,S,109.48
0,1,9,2012,5400,T,1884.68
0,1,9,2012,5401,S,466.05
0,1,9,2012,5401,T,8023.04
0,1,9,2012,5402,S,928.99
0,1,9,2012,5402,T,15992.69
0,1,9,2012,5403,S,1188.34
0,1,9,2012,5403,T,20457.53
0,1,9,2012,5404,N,5216.58
0,1,9,2012,5404,S,802.67
0,1,9,2012,5404,T,13818.16
0,1,9,2012,5412,S,121.98
0,1,9,2012,5412,T,2099.95
0,1,9,2012,5413,S,514.06
0,1,9,2012,5413,T,8849.64
0,1,9,2012,5414,S,1090.71
0,1,9,2012,5414,T,18776.71
0,1,9,2012,5415,S,1380.05
0,1,9,2012,5415,T,23757.73
0,1,9,2012,5416,N,6186.25
0,1,9,2012,5416,S,945.92
0,1,9,2012,5416,T,16284.13
0,1,9,2012,5424,S,0.00
0,1,9,2012,5425,N,0.58
0,1,9,2012,5425,S,0.07
0,1,9,2012,5425,T,1.13
0,1,9,2012,5433,N,0.44
0,1,9,2012,5433,S,0.05
0,1,9,2012,5433,T,0.82
0,1,9,2012,5441,S,2.93
0,1,9,2012,5441,T,50.49
0,1,9,2012,5451,S,0.00
0,1,9,2012,5452,N,2.27
0,1,9,2012,5452,S,0.26
0,1,9,2012,5452,T,4.40
0,1,9,2012,5460,S,0.01
0,1,9,2012,5460,T,0.11
0,1,9,2012,5461,N,0.25
0,1,9,2012,5461,S,0.03
0,1,9,2012,5461,T,0.48
0,1,9,2012,5478,S,0.00
0,1,9,2012,5479,S,0.01
0,1,9,2012,5479,T,0.11
0,1,9,2012,5480,N,2.70
0,1,9,2012,5480,S,0.29
0,1,9,2012,5480,T,4.93
0,1,9,2012,5600,S,58.74
0,1,9,2012,5600,T,1011.18
0,1,9,2012,5601,S,250.04
0,1,9,2012,5601,T,4304.55
0,1,9,2012,5602,S,498.42
0,1,9,2012,5602,T,8580.46
0,1,9,2012,5603,S,637.58
0,1,9,2012,5603,T,10975.96
0,1,9,2012,5604,N,2798.82
0,1,9,2012,5604,S,430.65
0,1,9,2012,5604,T,7413.77
0,1,9,2012,5612,S,65.45
0,1,9,2012,5612,T,1126.67
0,1,9,2012,5613,S,275.81
0,1,9,2012,5613,T,4748.04
0,1,9,2012,5614,S,585.19
0,1,9,2012,5614,T,10074.16
0,1,9,2012,5615,S,740.43
0,1,9,2012,5615,T,12746.59
0,1,9,2012,5616,N,3319.07
0,1,9,2012,5616,S,507.51
0,1,9,2012,5616,T,8736.82
0,1,9,2012,5624,S,0.00
0,1,9,2012,5625,N,0.31
0,1,9,2012,5625,S,0.04
0,1,9,2012,5625,T,0.61
0,1,9,2012,5633,N,0.24
0,1,9,2012,5633,S,0.03
0,1,9,2012,5633,T,0.44
0,1,9,2012,5641,S,1.57
0,1,9,2012,5641,T,27.09
0,1,9,2012,5651,S,0.00
0,1,9,2012,5652,N,1.22
0,1,9,2012,5652,S,0.14
0,1,9,2012,5652,T,2.36
0,1,9,2012,5660,S,0.00
0,1,9,2012,5660,T,0.06
0,1,9,2012,5661,N,0.13
0,1,9,2012,5661,S,0.01
0,1,9,2012,5661,T,0.26
0,1,9,2012,5678,S,0.00
0,1,9,2012,5679,S,0.00
0,1,9,2012,5679,T,0.06
0,1,9,2012,5680,N,1.45
0,1,9,2012,5680,S,0.15
0,1,9,2012,5680,T,2.65
0,1,9,2012,5800,S,250.39
0,1,9,2012,5800,T,4310.56
0,1,9,2012,5801,S,1065.92
0,1,9,2012,5801,T,18349.92
0,1,9,2012,5802,S,2124.74
0,1,9,2012,5802,T,36577.73
0,1,9,2012,5803,S,2717.93
0,1,9,2012,5803,T,46789.52
0,1,9,2012,5804,N,11931.12
0,1,9,2012,5804,S,1835.84
0,1,9,2012,5804,T,31604.25
0,1,9,2012,5812,S,278.99
0,1,9,2012,5812,T,4802.90
0,1,9,2012,5813,S,1175.74
0,1,9,2012,5813,T,20240.49
0,1,9,2012,5814,S,2494.62
0,1,9,2012,5814,T,42945.23
0,1,9,2012,5815,S,3156.38
0,1,9,2012,5815,T,54337.58
0,1,9,2012,5816,N,14148.90
0,1,9,2012,5816,S,2163.46
0,1,9,2012,5816,T,37244.30
0,1,9,2012,5824,S,0.00
0,1,9,2012,5825,N,1.33
0,1,9,2012,5825,S,0.15
0,1,9,2012,5825,T,2.59
0,1,9,2012,5833,N,1.01
0,1,9,2012,5833,S,0.11
0,1,9,2012,5833,T,1.88
0,1,9,2012,5841,S,6.71
0,1,9,2012,5841,T,115.48
0,1,9,2012,5851,S,0.00
0,1,9,2012,5851,T,0.00
0,1,9,2012,5852,N,5.19
0,1,9,2012,5852,S,0.59
0,1,9,2012,5852,T,10.07
0,1,9,2012,5860,S,0.01
0,1,9,2012,5860,T,0.26
0,1,9,2012,5861,N,0.56
0,1,9,2012,5861,S,0.06
0,1,9,2012,5861,T,1.09
0,1,9,2012,5878,S,0.00
0,1,9,2012,5879,S,0.02
0,1,9,2012,5879,T,0.26
0,1,9,2012,5880,N,6.18
0,1,9,2012,5880,S,0.66
0,1,9,2012,5880,T,11.28
0,1,9,2013,10,S,7465.02
0,1,9,2013,10,T,4115.49
0,1,9,2013,20,S,0.00
0,1,9,2013,20,T,0.01
0,1,9,2013,25,T,623.93
0,1,9,2013,30,S,139697.40
0,1,9,2013,30,T,654436.91
0,1,9,2013,40,T,324052.33
0,1,9,2013,70,S,34419.22
0,1,9,2013,70,T,21865.81
0,1,9,2013,80,N,107374.15
0,1,9,2013,80,S,4709.84
0,1,9,2013,80,T,1908588.27
0,1,9,2013,90,S,15883.83
0,1,9,2013,90,T,10090.67
0,1,9,2013,91,S,0.00
0,1,9,2013,100,S,302720.72
0,1,9,2013,100,T,633273.82
0,1,9,2013,110,S,221549.69
0,1,9,2013,110,T,1881825.25
0,1,9,2013,120,S,35812.25
0,1,9,2013,120,T,1701447.91
0,1,9,2013,130,S,44505.64
0,1,9,2013,130,T,28273.50
0,1,9,2013,140,N,68685.91
0,1,9,2013,140,S,6847.56
0,1,9,2013,140,T,2753036.41
0,1,9,2013,150,S,20538.53
0,1,9,2013,150,T,13047.70
0,1,9,2013,160,S,319435.03
0,1,9,2013,160,T,663337.65
0,1,9,2013,161,N,109.87
0,1,9,2013,161,S,0.59
0,1,9,2013,161,T,777.22
0,1,9,2013,170,S,360329.28
0,1,9,2013,170,T,3002130.84
0,1,9,2013,181,S,53973.00
0,1,9,2013,181,T,2545015.00
0,1,9,2013,190,S,6271.31
0,1,9,2013,190,T,3984.03
0,1,9,2013,191,N,30.49
0,1,9,2013,191,S,1.79
0,1,9,2013,191,T,891.17
0,1,9,2013,200,N,43586.95
0,1,9,2013,200,S,2443.56
0,1,9,2013,200,T,1031480.11
0,1,9,2013,210,S,2894.09
0,1,9,2013,210,T,1838.56
0,1,9,2013,220,S,49562.89
0,1,9,2013,220,T,105886.24
0,1,9,2013,230,S,79298.06
0,1,9,2013,230,T,694221.93
0,1,9,2013,240,S,15911.58
0,1,9,2013,240,T,774750.98
0,1,9,2013,250,S,7307.85
0,1,9,2013,250,T,4642.52
0,1,9,2013,260,N,39349.83
0,1,9,2013,260,S,3143.91
0,1,9,2013,260,T,1246368.27
0,1,9,2013,261,S,11.68
0,1,9,2013,261,T,738.79
0,1,9,2013,265,N,109289.98
0,1,9,2013,265,S,5023.09
0,1,9,2013,265,T,2119009.67
0,1,9,2013,270,S,3372.44
0,1,9,2013,270,T,2142.44
0,1,9,2013,275,S,0.00
0,1,9,2013,276,N,36.28
0,1,9,2013,276,S,0.03
0,1,9,2013,276,T,73.78
0,1,9,2013,280,S,95903.24
0,1,9,2013,280,T,198287.96
0,1,9,2013,290,S,79451.02
0,1,9,2013,290,T,663834.30
0,1,9,2013,291,S,3.17
0,1,9,2013,291,T,1486.38
0,1,9,2013,295,S,129996.23
0,1,9,2013,295,T,1098249.42
0,1,9,2013,300,S,24034.00
0,1,9,2013,300,T,1127009.72
0,1,9,2013,302,S,15.62
0,1,9,2013,302,T,1582.01
0,1,9,2013,305,S,33614.94
0,1,9,2013,305,T,1615438.66
0,1,9,2013,310,S,1029.45
