ScenarioID,CountryID,PolicyID,Year,TransTypeID,VehTypeID,MassCatID,TOT_Stock
1,9,0,2012,1,3,1,300511.6928770339
1,9,0,2012,1,3,2,78590.46641243531
1,9,0,2012,1,3,3,11568.838346318014
1,9,0,2012,1,4,11,27375.261362351746
1,9,0,2012,1,4,13,5497.499987146902
1,9,0,2012,1,4,12,27375.26136169474
1,9,0,2012,1,2,4,205209.87954260866
1,9,0,2012,1,6,31,89.91152401208798
1,9,0,2012,1,6,32,493.794594114
1,9,0,2012,1,6,33,51.88898880879
1,9,0,2012,1,6,34,0.999946
1,9,0,2012,1,8,41,4.3771633907053085
1,9,0,2012,1,8,42,38.85039537153556
1,9,0,2012,1,8,43,40.003572771535566
1,9,0,2012,1,8,44,12.327674566906031
1,9,0,2012,1,8,45,0.4115799190030259
1,9,0,2012,2,3,11,30623.740932895886
1,9,0,2012,2,3,21,28104.660504692984
1,9,0,2012,2,5,11,8779.131508533217
1,9,0,2012,2,5,21,17558.263019642545
1,9,0,2012,2,5,22,29576.835793977923
1,9,0,2012,2,5,23,10989.479849215679
1,9,0,2012,2,6,32,70.71477686398
1,9,0,2012,2,7,51,34.000629294105764
1,9,0,2012,2,7,52,16.09937214058872
1,9,0,2012,2,8,42,3.0610719675748825
1,9,0,2012,2,8,43,8.810443656626568
1,9,0,2012,2,8,44,2.936946553874555
1,9,0,2013,1,3,1,0.0
1,9,0,2013,1,3,2,0.0
1,9,0,2013,1,3,3,0.0
1,9,0,2013,1,4,11,0.0
1,9,0,2013,1,4,13,0.0
1,9,0,2013,1,4,12,0.0
1,9,0,2013,1,2,4,0.0
1,9,0,2013,1,6,31,0.0
1,9,0,2013,1,6,32,0.0
1,9,0,2013,1,6,33,0.0
1,9,0,2013,1,6,34,0.0
1,9,0,2013,1,8,41,0.0
1,9,0,2013,1,8,42,0.0
1,9,0,2013,1,8,43,0.0
1,9,0,2013,1,8,44,0.0
1,9,0,2013,1,8,45,0.0
1,9,0,2013,2,3,11,0.0
1,9,0,2013,2,3,21,0.0
1,9,0,2013,2,5,11,0.0
1,9,0,2013,2,5,21,0.0
1,9,0,2013,2,5,22,0.0
1,9,0,2013,2,5,23,0.0
1,9,0,2013,2,6,32,0.0
1,9,0,2013,2,7,51,0.0
1,9,0,2013,2,7,52,0.0
1,9,0,2013,2,8,42,0.0
1,9,0,2013,2,8,43,0.0
1,9,0,2013,2,8,44,0.0
1,9,0,2014,1,3,1,0.0
1,9,0,2014,1,3,2,0.0
1,9,0,2014,1,3,3,0.0
1,9,0,2014,1,4,11,0.0
1,9,0,2014,1,4,13,0.0
1,9,0,2014,1,4,12,0.0
1,9,0,2014,1,2,4,0.0
1,9,0,2014,1,6,31,0.0
1,9,0,2014,1,6,32,0.0
1,9,0,2014,1,6,33,0.0
1,9,0,2014,1,6,34,0.0
1,9,0,2014,1,8,41,0.0
1,9,0,2014,1,8,42,0.0
1,9,0,2014,1,8,43,0.0
1,9,0,2014,1,8,44,0.0
1,9,0,2014,1,8,45,0.0
1,9,0,2014,2,3,11,0.0
1,9,0,2014,2,3,21,0.0
1,9,0,2014,2,5,11,0.0
1,9,0,2014,2,5,21,0.0
1,9,0,2014,2,5,22,0.0
1,9,0,2014,2,5,23,0.0
1,9,0,2014,2,6,32,0.0
1,9,0,2014,2,7,51,0.0
1,9,0,2014,2,7,52,0.0
1,9,0,2014,2,8,42,0.0
1,9,0,2014,2,8,43,0.0
1,9,0,2014,2,8,44,0.0
1,9,0,2015,1,3,1,0.0
1,9,0,2015,1,3,2,0.0
1,9,0,2015,1,3,3,0.0
1,9,0,2015,1,4,11,0.0
1,9,0,2015,1,4,13,0.0
1,9,0,2015,1,4,12,0.0
1,9,0,2015,1,2,4,0.0
1,9,0,2015,1,6,31,0.0
1,9,0,2015,1,6,32,0.0
1,9,0,2015,1,6,33,0.0
1,9,0,2015,1,6,34,0.0
1,9,0,2015,1,8,41,0.0
1,9,0,2015,1,8,42,0.0
1,9,0,2015,1,8,43,0.0
1,9,0,2015,1,8,44,0.0
1,9,0,2015,1,8,45,0.0
1,9,0,2015,2,3,11,0.0
1,9,0,2015,2,3,21,0.0
1,9,0,2015,2,5,11,0.0
1,9,0,2015,2,5,21,0.0
1,9,0,2015,2,5,22,0.0
1,9,0,2015,2,5,23,0.0
1,9,0,2015,2,6,32,0.0
1,9,0,2015,2,7,51,0.0
1,9,0,2015,2,7,52,0.0
1,9,0,2015,2,8,42,0.0
1,9,0,2015,2,8,43,0.0
1,9,0,2015,2,8,44,0.0
1,9,0,2016,1,3,1,0.0
1,9,0,2016,1,3,2,0.0
1,9,0,2016,1,3,3,0.0
1,9,0,2016,1,4,11,0.0
1,9,0,2016,1,4,13,0.0
1,9,0,2016,1,4,12,0.0
1,9,0,2016,1,2,4,0.0
1,9,0,2016,1,6,31,0.0
1,9,0,2016,1,6,32,0.0
1,9,0,2016,1,6,33,0.0
1,9,0,2016,1,6,34,0.0
1,9,0,2016,1,8,41,0.0
1,9,0,2016,1,8,42,0.0
1,9,0,2016,1,8,43,0.0
1,9,0,2016,1,8,44,0.0
1,9,0,2016,1,8,45,0.0
1,9,0,2016,2,3,11,0.0
1,9,0,2016,2,3,21,0.0
1,9,0,2016,2,5,11,0.0
1,9,0,2016,2,5,21,0.0
1,9,0,2016,2,5,22,0.0
1,9,0,2016,2,5,23,0.0
1,9,0,2016,2,6,32,0.0
1,9,0,2016,2,7,51,0.0
1,9,0,2016,2,7,52,0.0
1,9,0,2016,2,8,42,0.0
1,9,0,2016,2,8,43,0.0
1,9,0,2016,2,8,44,0.0
1,9,0,2017,1,3,1,0.0
1,9,0,2017,1,3,2,0.0
1,9,0,2017,1,3,3,0.0
1,9,0,2017,1,4,11,0.0
1,9,0,2017,1,4,13,0.0
1,9,0,2017,1,4,12,0.0
1,9,0,2017,1,2,4,0.0
1,9,0,2017,1,6,31,0.0
1,9,0,2017,1,6,32,0.0
1,9,0,2017,1,6,33,0.0
1,9,0,2017,1,6,34,0.0
1,9,0,2017,1,8,41,0.0
1,9,0,2017,1,8,42,0.0
1,9,0,2017,1,8,43,0.0
1,9,0,2017,1,8,44,0.0
1,9,0,2017,1,8,45,0.0
1,9,0,2017,2,3,11,0.0
1,9,0,2017,2,3,21,0.0
1,9,0,2017,2,5,11,0.0
1,9,0,2017,2,5,21,0.0
1,9,0,2017,2,5,22,0.0
1,9,0,2017,2,5,23,0.0
1,9,0,2017,2,6,32,0.0
1,9,0,2017,2,7,51,0.0
1,9,0,2017,2,7,52,0.0
1,9,0,2017,2,8,42,0.0
1,9,0,2017,2,8,43,0.0
1,9,0,2017,2,8,44,0.0
1,9,0,2018,1,3,1,0.0
1,9,0,2018,1,3,2,0.0
1,9,0,2018,1,3,3,0.0
1,9,0,2018,1,4,11,0.0
1,9,0,2018,1,4,13,0.0
1,9,0,2018,1,4,12,0.0
1,9,0,2018,1,2,4,0.0
1,9,0,2018,1,6,31,0.0
1,9,0,2018,1,6,32,0.0
1,9,0,2018,1,6,33,0.0
1,9,0,2018,1,6,34,0.0
1,9,0,2018,1,8,41,0.0
1,9,0,2018,1,8,42,0.0
1,9,0,2018,1,8,43,0.0
1,9,0,2018,1,8,44,0.0
1,9,0,2018,1,8,45,0.0
1,9,0,2018,2,3,11,0.0
1,9,0,2018,2,3,21,0.0
1,9,0,2018,2,5,11,0.0
1,9,0,2018,2,5,21,0.0
1,9,0,2018,2,5,22,0.0
1,9,0,2018,2,5,23,0.0
1,9,0,2018,2,6,32,0.0
1,9,0,2018,2,7,51,0.0
1,9,0,2018,2,7,52,0.0
1,9,0,2018,2,8,42,0.0
1,9,0,2018,2,8,43,0.0
1,9,0,2018,2,8,44,0.0
1,9,0,2019,1,3,1,0.0
1,9,0,2019,1,3,2,0.0
1,9,0,2019,1,3,3,0.0
1,9,0,2019,1,4,11,0.0
1,9,0,2019,1,4,13,0.0
1,9,0,2019,1,4,12,0.0
1,9,0,2019,1,2,4,0.0
1,9,0,2019,1,6,31,0.0
1,9,0,2019,1,6,32,0.0
1,9,0,2019,1,6,33,0.0
1,9,0,2019,1,6,34,0.0
1,9,0,2019,1,8,41,0.0
1,9,0,2019,1,8,42,0.0
1,9,0,2019,1,8,43,0.0
1,9,0,2019,1,8,44,0.0
1,9,0,2019,1,8,45,0.0
1,9,0,2019,2,3,11,0.0
1,9,0,2019,2,3,21,0.0
1,9,0,2019,2,5,11,0.0
1,9,0,2019,2,5,21,0.0
