CountryID,TransTypeID,VehTypeID,Age,TotNumVeh,TotNumVeh-1,NumVehScrap
9,1,3,5,3862.8446152687857,3862.8446152687857,0
9,1,3,6,7290.232707979638,7290.232707979638,0
9,1,3,7,28438.365186409035,28438.365186409035,0
9,1,3,8,33018.65692011956,33018.65692011956,0
9,1,3,9,44814.440796077564,44814.440796077564,0
9,1,3,10,41930.7234420507,41930.7234420507,0
9,1,3,11,35541.66419563555,35541.66419563555,0
9,1,3,12,32804.12494913795,32804.12494913795,0
9,1,3,13,26070.075752579516,26070.075752579516,0
9,1,3,14,25302.987226408663,25302.987226408663,0
9,1,3,15,18084.32898490447,18084.32898490447,0
9,1,3,16,17893.072941147504,17893.072941147504,0
9,1,3,17,21735.813611648082,21735.813611648082,0
9,1,3,18,11048.308939772756,11048.308939772756,0
9,1,3,19,10576.93414106024,10576.93414106024,0
9,1,3,20,7504.274328416252,7504.274328416252,0
9,1,3,21,6554.995224618932,6554.995224618932,0
9,1,3,22,3348.97930773674,3348.97930773674,0
9,1,3,23,3046.6109155655454,3046.6109155655454,0
9,1,3,24,3348.97930773674,3348.97930773674,0
9,1,3,25,4054.505556307408,4054.505556307408,0
9,1,3,4,1050.2482221041914,1050.2482221041914,0
9,1,3,0,58.61553673908527,58.61553673908527,0
9,1,3,1,322.16163981552523,322.16163981552523,0
9,1,3,2,380.77717657515655,380.77717657515655,0
9,1,3,3,263.5461030610305,263.5461030610305,0
9,1,3,26,741.3134809351831,741.3134809351831,0
9,1,3,27,302.36839217119365,302.36839217119365,0
9,1,3,28,201.57892809700752,201.57892809700752,0
9,1,3,30,247.1044936724557,247.1044936724557,0
9,1,3,32,247.1044936724557,247.1044936724557,0
9,1,3,29,585.2601183622589,585.2601183622589,0
9,1,4,0,801.7187482115366,801.7187482115366,0
9,1,4,1,1583.8168306843047,1583.8168306843047,0
9,1,4,2,858.9843729117162,858.9843729117162,0
9,1,4,3,629.9218735087424,629.9218735087424,0
9,1,4,4,400.8593740455427,400.8593740455427,0
9,1,4,5,229.0624994631996,229.0624994631996,0
9,1,4,6,286.3281243440558,286.3281243440558,0
9,1,4,7,1163.3367909476262,1163.3367909476262,0
9,1,4,8,1335.133665548037,1335.133665548037,0
9,1,4,9,1888.1692487273322,1888.1692487273322,0
9,1,4,10,1335.133665548037,1335.133665548037,0
9,1,4,11,1392.3992904288934,1392.3992904288934,0
9,1,4,12,1163.3367909476262,1163.3367909476262,0
9,1,4,15,6693.692620824308,6693.692620824308,0
9,1,4,16,7246.728204414232,7246.728204414232,0
9,1,4,19,3928.5147067072257,3928.5147067072257,0
9,1,4,13,1106.0711660848376,1106.0711660848376,0
9,1,4,14,2765.1779156500984,2765.1779156500984,0
9,1,4,17,8848.56932977371,8848.56932977371,0
9,1,4,18,4977.320247929274,4977.320247929274,0
9,1,4,20,4424.284664886854,4424.284664886854,0
9,1,4,21,2212.14233219705,2212.14233219705,0
9,1,4,22,1106.0711660848376,1106.0711660848376,0
9,1,4,23,1106.0711660848376,1106.0711660848376,0
9,1,4,24,553.035583069794,553.035583069794,0
9,1,4,25,1106.0711660848376,1106.0711660848376,0
9,1,4,26,1106.0711660848376,1106.0711660848376,0
9,1,2,0,25292.098929715798,25292.098929715798,0
9,1,2,1,37260.07289791306,37260.07289791306,0
9,1,2,2,14629.818342022294,14629.818342022294,0
9,1,2,3,18484.822541544112,18484.822541544112,0
9,1,2,4,76654.3142482663,76654.3142482663,0
9,1,2,5,7903.626942260184,7903.626942260184,0
9,1,2,6,13226.494499104907,13226.494499104907,0
9,1,2,7,9145.601999163771,9145.601999163771,0
9,1,2,8,2613.0291426182207,2613.0291426182207,0
9,1,6,12,22.2191197087551,22.2191197087551,0
9,1,6,13,22.187643126084005,22.187643126084005,0
9,1,6,14,22.141187596617,22.141187596617,0
9,1,6,15,22.073794651547,22.073794651547,0
9,1,6,16,21.977586349223003,21.977586349223003,0
9,1,6,17,21.8379888,21.8379888,0
9,1,6,18,21.595339400000004,21.595339400000004,0
9,1,6,19,21.3405002,21.3405002,0
9,1,6,20,20.9978937,20.9978937,0
9,1,6,21,20.5443141,20.5443141,0
9,1,6,22,19.952577200000004,19.952577200000004,0
9,1,6,23,19.196341,19.196341,0
9,1,6,24,18.246904400000005,18.246904400000005,0
9,1,6,25,17.080587100000002,17.080587100000002,0
9,1,6,26,15.6823961,15.6823961,0
9,1,6,27,14.055683200000002,14.055683200000002,0
9,1,6,28,12.2189869,12.2189869,0
9,1,6,29,10.234863800000005,10.234863800000005,0
9,1,6,30,8.1907577,8.1907577,0
9,1,6,31,6.199268199999999,6.199268199999999,0
9,1,6,32,4.3803743,4.3803743,0
9,1,6,33,2.8511911,2.8511911,0
9,1,6,34,1.68046295,1.68046295,0
9,1,6,35,0.87806635,0.87806635,0
9,1,6,36,0.39844602,0.39844602,0
9,1,6,37,0.152443574,0.152443574,0
9,1,6,38,0.0477774439999999,0.0477774439999999,0
9,1,6,39,0.0118010492,0.0118010492,0
9,1,6,40,0.00185605939,0.00185605939,0
9,1,6,0,22.2754552503582,22.2754552503582,0
9,1,6,1,22.275421568392694,22.275421568392694,0
9,1,6,2,22.2753380897745,22.2753380897745,0
9,1,6,3,22.2751736605508,22.2751736605508,0
9,1,6,4,22.2748586240476,22.2748586240476,0
9,1,6,5,23.274194443875,23.274194443875,0
9,1,6,6,22.273135506593697,22.273135506593697,0
9,1,6,7,22.2711874069117,22.2711874069117,0
9,1,6,8,22.2678921860236,22.2678921860236,0
9,1,6,9,22.262452688188507,22.262452688188507,0
9,1,6,10,22.2537303682493,22.2537303682493,0
9,1,6,11,22.2400610630963,22.2400610630963,0
9,1,8,0,3.5294536,3.5294536,0
9,1,8,1,3.7533715,3.7533715,0
9,1,8,3,1.96843374,1.96843374,0
9,1,8,4,1.95889908,1.95889908,0
9,1,8,5,7.387150700000001,7.387150700000001,0
9,1,8,6,6.5607807000000005,6.5607807000000005,0
9,1,8,7,4.1686004,4.1686004,0
9,1,8,8,6.6374076,6.6374076,0
9,1,8,9,5.813570590000001,5.813570590000001,0
9,1,8,10,2.00365201,2.00365201,0
9,1,8,11,0.2858854389999999,0.2858854389999999,0
9,1,8,12,4.87515214,4.87515214,0
9,1,8,13,4.07609186,4.07609186,0
9,1,8,14,6.858757670000001,6.858757670000001,0
9,1,8,15,6.422840570000001,6.422840570000001,0
9,1,8,16,8.6988904,8.6988904,0
9,1,8,17,3.707474,3.707474,0
9,1,8,18,3.6345949,3.6345949,0
9,1,8,19,3.3954658,3.3954658,0
9,1,8,20,3.138823,3.138823,0
9,1,8,21,2.6290115,2.6290115,0
9,1,8,22,1.9951882,1.9951882,0
