CountryID,TechID,Age,TransTypeID,VehTypeID,MassCatID,EngineID,FuelID,NumVeh
9,70,5,1,3,1,1,1,62.14919755937678
9,70,6,1,3,1,1,1,124.29839513342924
9,70,7,1,3,1,1,1,435.04438293031313
9,70,8,1,3,1,1,1,497.1935804603386
9,70,9,1,3,1,1,1,683.6411731971716
9,70,10,1,3,1,1,1,621.4919755937677
9,70,11,1,3,1,1,1,559.3427780637423
9,70,12,1,3,1,1,1,497.1935804603386
9,70,13,1,3,1,1,1,435.04438293031313
9,70,14,1,3,1,1,1,435.04438293031313
9,70,15,1,3,1,1,1,310.74598779688387
9,70,16,1,3,1,1,1,310.74598779688387
9,70,17,1,3,1,1,1,372.8951854002877
9,70,18,1,3,1,1,1,186.44759266345466
9,70,19,1,3,1,1,1,186.44759266345466
9,70,20,1,3,1,1,1,124.29839513342924
9,70,21,1,3,1,1,1,124.29839513342924
9,70,22,1,3,1,1,1,62.14919755937678
9,70,23,1,3,1,1,1,62.14919755937678
9,70,24,1,3,1,1,1,62.14919755937678
9,70,25,1,3,1,1,1,62.14919755937678
9,9070,5,1,3,1,1,1,352.17878615023415
9,9070,6,1,3,1,1,1,704.3575723738467
9,9070,7,1,3,1,1,1,2465.2515032717743
9,9070,8,1,3,1,1,1,2817.43028934863
9,9070,9,1,3,1,1,1,3873.9666483129813
9,9070,10,1,3,1,1,1,3521.7878615023415
9,9070,11,1,3,1,1,1,3169.6090754254856
9,9070,12,1,3,1,1,1,2817.43028934863
9,9070,13,1,3,1,1,1,2465.2515032717743
9,9070,14,1,3,1,1,1,2465.2515032717743
9,9070,15,1,3,1,1,1,1760.893931118063
9,9070,16,1,3,1,1,1,1760.893931118063
9,9070,17,1,3,1,1,1,2113.0727171949184
9,9070,18,1,3,1,1,1,1056.5363582305674
9,9070,19,1,3,1,1,1,1056.5363582305674
9,9070,20,1,3,1,1,1,704.3575723738467
9,9070,21,1,3,1,1,1,704.3575723738467
9,9070,22,1,3,1,1,1,352.17878615023415
9,9070,23,1,3,1,1,1,352.17878615023415
9,9070,24,1,3,1,1,1,352.17878615023415
9,9070,25,1,3,1,1,1,352.17878615023415
9,90,5,1,3,1,3,1,62.14919755937678
9,90,6,1,3,1,3,1,124.29839513342924
9,90,7,1,3,1,3,1,435.04438293031313
9,90,8,1,3,1,3,1,497.1935804603386
9,90,9,1,3,1,3,1,683.6411731971716
9,90,10,1,3,1,3,1,621.4919755937677
9,90,11,1,3,1,3,1,559.3427780637423
9,90,12,1,3,1,3,1,497.1935804603386
9,90,13,1,3,1,3,1,435.04438293031313
9,90,14,1,3,1,3,1,435.04438293031313
9,90,15,1,3,1,3,1,310.74598779688387
9,90,16,1,3,1,3,1,310.74598779688387
9,90,17,1,3,1,3,1,372.8951854002877
9,90,18,1,3,1,3,1,186.44759266345466
9,90,19,1,3,1,3,1,186.44759266345466
9,90,20,1,3,1,3,1,124.29839513342924
9,90,21,1,3,1,3,1,124.29839513342924
9,90,22,1,3,1,3,1,62.14919755937678
9,90,23,1,3,1,3,1,62.14919755937678
9,90,24,1,3,1,3,1,62.14919755937678
9,90,25,1,3,1,3,1,62.14919755937678
9,9090,5,1,3,1,3,1,352.17878615023415
9,9090,6,1,3,1,3,1,704.3575723738467
9,9090,7,1,3,1,3,1,2465.2515032717743
9,9090,8,1,3,1,3,1,2817.43028934863
9,9090,9,1,3,1,3,1,3873.9666483129813
9,9090,10,1,3,1,3,1,3521.7878615023415
9,9090,11,1,3,1,3,1,3169.6090754254856
9,9090,12,1,3,1,3,1,2817.43028934863
9,9090,13,1,3,1,3,1,2465.2515032717743
9,9090,14,1,3,1,3,1,2465.2515032717743
9,9090,15,1,3,1,3,1,1760.893931118063
9,9090,16,1,3,1,3,1,1760.893931118063
9,9090,17,1,3,1,3,1,2113.0727171949184
9,9090,18,1,3,1,3,1,1056.5363582305674
9,9090,19,1,3,1,3,1,1056.5363582305674
9,9090,20,1,3,1,3,1,704.3575723738467
9,9090,21,1,3,1,3,1,704.3575723738467
9,9090,22,1,3,1,3,1,352.17878615023415
9,9090,23,1,3,1,3,1,352.17878615023415
9,9090,24,1,3,1,3,1,352.17878615023415
9,9090,25,1,3,1,3,1,352.17878615023415
9,100,5,1,3,1,4,1,62.14919755937678
9,100,6,1,3,1,4,1,124.29839513342924
9,100,7,1,3,1,4,1,435.04438293031313
9,100,8,1,3,1,4,1,497.1935804603386
9,100,9,1,3,1,4,1,683.6411731971716
9,100,10,1,3,1,4,1,621.4919755937677
9,100,11,1,3,1,4,1,559.3427780637423
9,100,12,1,3,1,4,1,497.1935804603386
9,100,13,1,3,1,4,1,435.04438293031313
9,100,14,1,3,1,4,1,435.04438293031313
9,100,15,1,3,1,4,1,310.74598779688387
9,100,16,1,3,1,4,1,310.74598779688387
9,100,17,1,3,1,4,1,372.8951854002877
9,100,18,1,3,1,4,1,186.44759266345466
9,100,19,1,3,1,4,1,186.44759266345466
9,100,20,1,3,1,4,1,124.29839513342924
9,100,21,1,3,1,4,1,124.29839513342924
9,100,22,1,3,1,4,1,62.14919755937678
9,100,23,1,3,1,4,1,62.14919755937678
9,100,24,1,3,1,4,1,62.14919755937678
9,100,25,1,3,1,4,1,62.14919755937678
9,9100,5,1,3,1,4,1,352.17878615023415
9,9100,6,1,3,1,4,1,704.3575723738467
9,9100,7,1,3,1,4,1,2465.2515032717743
9,9100,8,1,3,1,4,1,2817.43028934863
9,9100,9,1,3,1,4,1,3873.9666483129813
9,9100,10,1,3,1,4,1,3521.7878615023415
9,9100,11,1,3,1,4,1,3169.6090754254856
9,9100,12,1,3,1,4,1,2817.43028934863
9,9100,13,1,3,1,4,1,2465.2515032717743
9,9100,14,1,3,1,4,1,2465.2515032717743
9,9100,15,1,3,1,4,1,1760.893931118063
9,9100,16,1,3,1,4,1,1760.893931118063
9,9100,17,1,3,1,4,1,2113.0727171949184
9,9100,18,1,3,1,4,1,1056.5363582305674
9,9100,19,1,3,1,4,1,1056.5363582305674
9,9100,20,1,3,1,4,1,704.3575723738467
9,9100,21,1,3,1,4,1,704.3575723738467
9,9100,22,1,3,1,4,1,352.17878615023415
9,9100,23,1,3,1,4,1,352.17878615023415
