Year,Tech.VehType,Value
2040,Ship,2.1356433200006038
2040,Aeroplane,0.7900356691376759
2041,Motorcycle,0.114853677811459
2041,Car,3.693680764497002
2041,Bus,2.1452068869606205
2041,Truck,7.084208246368957
2041,Train,0.4771669885882846
2041,Ship,2.140587433153403
2041,Aeroplane,0.7836505007253002
2042,Motorcycle,0.09113215701429815
2042,Car,3.5400417147425602
2042,Bus,2.0704751323883506
2042,Truck,7.137786371108279
2042,Train,0.5052660100272675
2042,Ship,2.145229530275436
2042,Aeroplane,0.776424792656816
2043,Motorcycle,0.07423370902421025
2043,Car,3.3567385376070735
2043,Bus,2.0168099394750776
2043,Truck,7.181957928511199
2043,Train,0.5341235944307084
2043,Ship,2.1495897703383955
2043,Aeroplane,0.7685526136523995
2044,Motorcycle,0.06273774428936375
2044,Car,3.197611541054581
2044,Bus,1.984841675146071
2044,Truck,7.232842616449449
2044,Train,0.5635886321463033
2044,Ship,2.1533680732375715
2044,Aeroplane,0.7601216224747067
2045,Motorcycle,0.055142759975585945
2045,Car,3.046842056136251
2045,Bus,1.9504594215435114
2045,Truck,7.300520535095383
2045,Train,0.5938023637262828
2045,Ship,2.156925324574553
2045,Aeroplane,0.7499148235624672
2046,Motorcycle,0.05033214012084966
2046,Car,2.903027517469534
2046,Bus,1.9240970584007029
2046,Truck,7.371278916569151
2046,Train,0.6247603370368111
2046,Ship,2.160250344169259
2046,Aeroplane,0.740531411009164
2047,Motorcycle,0.04736311363403318
2047,Car,2.7702616714070345
2047,Bus,1.9052397816770954
2047,Truck,7.450059883339706
2047,Train,0.6563979835556369
2047,Ship,2.1633478771308754
2047,Aeroplane,0.7316996895867277
2048,Motorcycle,0.04554457319946291
2048,Car,2.635286915462892
2048,Bus,1.889118914687832
2048,Truck,7.54083533062322
2048,Train,0.6886887546640607
2048,Ship,2.1661854039334383
2048,Aeroplane,0.724492931858387
2049,Motorcycle,0.044444520131835946
2049,Car,2.529331708315367
2049,Bus,1.8722854606362755
2049,Truck,7.609452928946447
2049,Train,0.7213650067233858
2049,Ship,2.1686759014255665
2049,Aeroplane,0.7197597909732842
2050,Motorcycle,0.04371914879272468
2050,Car,2.4365749739329017
2050,Bus,1.8525563024751683
2050,Truck,7.688371529916138
2050,Train,0.7550060275306242
2050,Ship,2.1708543667388547
2050,Aeroplane,0.717677535011394
